sentenceID,homophoneID,version,sentenceType,m1,word,m1_relatedness,m2_relatedness,m1_trigram,m2_trigram
65,65,a,pun,root,make,-0.640564017,-0.136643945,0.0121941,0.0121941
65,65,a,pun,root,take,-0.599633919,0.425023793,0.0216307,0.0216307
65,65,a,pun,root,tree,1.261934181,-0.493103037,0.000757395,0.000757395
65,65,a,pun,root,want,-0.821371667,-0.533964192,0.0304622,0.0304622
65,65,a,pun,root,way,-0.54305294,1.57234326,0.0416467,0.0416467
66,1,a,depunned,prophet,prophet,2,0,4.70E-08,0.00125414
66,1,a,depunned,prophet,nationalism,-0.058351208,-0.021314378,1.57E-07,1.57E-07
66,1,a,depunned,prophet,non,-0.650018431,0.76452703,5.71E-05,5.71E-05
66,1,a,depunned,prophet,organization,0.123608176,1.344302809,6.18E-07,3.56E-07
67,2,a,depunned,pi,pi,2,0,3.71E-07,1.44E-05
67,2,a,depunned,pi,get,-0.532050103,-0.213873793,0.00223502,0.00223502
67,2,a,depunned,pi,large,-0.196874277,0.203214357,8.63E-05,8.63E-05
67,2,a,depunned,pi,waistline,-0.7108886,0.520186144,1.99E-07,1.99E-07
68,3,a,depunned,knead,knead,2,0,4.36E-07,0.000150958
68,3,a,depunned,knead,basis,-0.724020559,0.363879125,7.95E-05,7.95E-05
68,3,a,depunned,knead,cake,0.12823403,-0.555317628,7.01E-07,7.01E-07
68,3,a,depunned,knead,know,-0.664626706,-0.08894483,0.00317724,0.241277
68,3,a,depunned,knead,mothers,-0.548335746,0.424642178,7.91E-07,7.91E-07
68,3,a,depunned,knead,recipes,1.004924966,-0.181518542,0.00273625,0.00273625
68,3,a,depunned,knead,trade,-0.58008783,0.499910519,1.73E-06,1.73E-06
69,4,a,depunned,oar,oar,2,0,8.32E-09,0.00144868
69,4,a,depunned,oar,choose,-0.51196844,1.166963655,0.000613834,0.000613834
69,4,a,depunned,oar,customer,-0.718695956,-0.604678545,2.07E-06,2.07E-06
69,4,a,depunned,oar,either,-0.745201312,1.802274457,0.000590476,0.000590476
69,4,a,depunned,oar,indecisive,-0.736316505,0.924511546,1.51E-06,1.51E-06
69,4,a,depunned,oar,not,-0.73898887,0.061294261,0.00278137,0.00278137
70,5,a,depunned,tiers,tiers,2,0,1.39E-05,0.00185052
70,5,a,depunned,tiers,emotional,-0.093719285,1.613409237,0.00259336,0.00259336
70,5,a,depunned,tiers,even,-0.21256834,-0.643260403,0.000293954,0.000293954
70,5,a,depunned,tiers,mother-in-law,-0.581648779,0.008489572,4.63E-06,4.63E-06
70,5,a,depunned,tiers,wedding,0.363679868,1.167013135,9.17E-07,9.17E-07
71,6,a,depunned,poll,poll,2,0,0.222026,1.46E-07
71,6,a,depunned,poll,conduct,0.79637133,-0.131050615,0.00048967,0.00048967
71,6,a,depunned,poll,country,-0.020817463,-0.441639232,0.000791509,0.000791509
71,6,a,depunned,poll,decided,0.888379398,-0.438823318,0.000173274,0.000173274
71,6,a,depunned,poll,gallup,0.685861504,0.133668179,5.61E-06,5.61E-06
71,6,a,depunned,poll,new,-0.30941208,-0.573021617,0.00191463,0.00191463
72,7,a,depunned,bored,bored,2,0,1.34E-05,0.000623643
72,7,a,depunned,bored,chairman,-0.257766851,1.891566794,2.05E-05,2.05E-05
72,7,a,depunned,bored,executive,-0.232066116,1.514850716,5.63E-05,5.63E-05
72,7,a,depunned,bored,galas,-0.687181246,-0.540874047,1.80E-08,1.80E-08
73,8,a,depunned,greece,greece,2,0,6.92E-05,3.97E-07
73,8,a,depunned,greece,dolmas,0.557215052,-0.274341775,0.0241599,0.0241599
73,8,a,depunned,greece,know,-0.577456692,-0.669045928,0.541176,0.541176
73,8,a,depunned,greece,made,-0.564552226,-0.586369571,0.0140678,0.0140678
74,9,a,depunned,sine,sine,2,0,2.68E-05,0.000534506
74,9,a,depunned,sine,above,-0.539975973,-0.011263401,0.000473031,0.000265614
74,9,a,depunned,sine,biology,-0.500066547,-0.394003312,3.39E-05,3.39E-05
74,9,a,depunned,sine,hoping,-0.763760078,-0.145123348,0.00357615,0.00357615
74,9,a,depunned,sine,prayed,-0.781460533,0.347605059,9.96E-06,9.96E-06
74,9,a,depunned,sine,tests,-0.122511114,-0.19480109,6.92E-07,6.92E-07
75,10,a,depunned,principal,principal,2,0,1.02E-05,0.000815741
75,10,a,depunned,principal,church,-0.313258918,0.263537248,0.000121899,0.000121899
75,10,a,depunned,principal,disliked,-0.136515567,0.099790292,1.80E-08,1.80E-08
75,10,a,depunned,principal,john,-0.059251367,-0.438655141,0.000104585,0.000104585
75,10,a,depunned,principal,just,0.366797927,1.030609819,0.0140908,0.0140908
75,10,a,depunned,principal,not,-0.750032,-0.574541502,0.020748,0.020748
76,11,a,depunned,cd,cd,2,0,1.79E-05,6.62E-05
76,11,a,depunned,cd,grocery,-0.812398877,-0.325687241,1.32E-08,1.32E-08
76,11,a,depunned,cd,part,-0.422293117,-0.118107336,2.36E-06,2.53E-06
76,11,a,depunned,cd,stores,0.803521617,-0.392169307,0.0809191,0.0809191
76,11,a,depunned,cd,town,-0.67697029,-0.143891918,0.00127732,0.00127732
77,12,a,depunned,hare,hare,2,0,1.04E-07,0.00590069
77,12,a,depunned,hare,got,-0.805884849,-0.523207923,1.37E-06,1.37E-06
77,12,a,depunned,hare,mad,-0.399919617,-0.399004337,0.000165815,0.000165815
77,12,a,depunned,hare,out,-0.832510067,-0.341957696,0.0017878,0.00776689
77,12,a,depunned,hare,professor,-0.809929124,-0.50178195,0.000116498,0.000116498
77,12,a,depunned,hare,pulled,-0.746881884,0.793711827,0.000483548,0.000483548
78,13,a,depunned,knotty,knotty,2,0,4.33E-08,5.07E-05
78,13,a,depunned,knotty,admonished,-0.648839231,0.304300529,4.72E-06,4.72E-06
78,13,a,depunned,knotty,apparently,-0.750032,-0.483787797,4.77E-09,4.77E-09
78,13,a,depunned,knotty,boy,-0.524156448,0.340873612,0.0124238,0.0124238
78,13,a,depunned,knotty,father,-0.795986539,-0.415566217,0.0278831,0.0278831
78,13,a,depunned,knotty,young,-0.639578699,0.14893242,0.000544319,0.000544319
79,14,a,depunned,taut,taut,2,0,4.04E-08,0.000927329
79,14,a,depunned,taut,learn,-0.576975932,1.71226036,0.00106693,0.00106693
79,14,a,depunned,taut,skateboard,-0.758430767,0.04259686,1.12E-08,1.12E-08
79,14,a,depunned,taut,tricks,-0.474706301,0.383502192,5.02E-07,5.02E-07
80,15,a,depunned,marx,marx,2,0,9.60E-08,6.18E-07
80,15,a,depunned,marx,class,0.578105668,0.545062066,3.17E-06,3.17E-06
80,15,a,depunned,marx,dropped,-0.781460533,-0.166436781,0.000253511,0.000253511
80,15,a,depunned,marx,lousy,-0.700099018,-0.02914144,1.86E-06,1.86E-06
80,15,a,depunned,marx,math,-0.767959074,0.389682321,3.78E-08,3.78E-08
80,15,a,depunned,marx,out,-0.706776015,-0.468658789,0.0336075,0.0336075
81,16,a,depunned,hi,hi,2,0,2.42E-07,0.000292843
81,16,a,depunned,hi,boy,-0.417689106,-0.437116177,0.000334479,0.000334479
81,16,a,depunned,hi,instinctively,-0.349854622,-0.38716255,3.41E-05,3.41E-05
81,16,a,depunned,hi,natural,-0.689691795,-0.157847829,0.00137992,0.00137992
81,16,a,depunned,hi,risks,-0.304743819,0.459151963,0.000752236,0.000752236
81,16,a,depunned,hi,takes,-0.693282177,-0.668717148,0.000740473,0.000740473
82,17,a,depunned,daze,daze,2,0,3.35E-05,0.000528799
82,17,a,depunned,daze,end,-0.781159905,-0.001792814,0.000907693,0.000907693
82,17,a,depunned,daze,having,-0.930877055,-0.402625515,0.000125695,0.000125695
82,17,a,depunned,daze,longs,-0.340935657,-0.17518217,4.85E-08,4.85E-08
82,17,a,depunned,daze,school,-0.178407141,0.829777152,0.00155763,0.00155763
82,17,a,depunned,daze,teacher,-0.653580937,-0.010627663,3.51E-05,3.51E-05
82,17,a,depunned,daze,time,-0.436061797,1.575538749,0.0815407,0.0815407
82,17,a,depunned,daze,tough,-0.333186385,0.093878323,0.00234481,0.00234481
83,18,a,depunned,prose,prose,2,0,3.08E-05,4.43E-07
83,18,a,depunned,prose,bankers,-0.691174695,0.022727157,4.53E-08,4.53E-08
83,18,a,depunned,prose,cons,-0.587049833,1.562762916,2.89E-05,0.276318
83,18,a,depunned,prose,jail,-0.696797307,-0.674232177,0.000580172,0.000580172
84,19,a,depunned,plane,plane,2,0,2.94E-07,0.00067388
84,19,a,depunned,plane,driving,-0.083360439,-0.610864636,0.00095338,0.00095338
84,19,a,depunned,plane,eat,-0.144761088,-0.226245133,0.000574146,0.000574146
84,19,a,depunned,plane,expect,-0.382682084,-0.672960552,0.00958687,0.00958687
84,19,a,depunned,plane,fancy,-0.202904824,0.324450008,1.27E-05,1.27E-05
84,19,a,depunned,plane,food,0.151330212,0.23343159,2.59E-06,0.000370926
84,19,a,depunned,plane,not,-0.749886832,-0.288942001,0.175522,0.175522
85,20,a,depunned,dam,dam,2,0,1.58E-06,5.97E-05
85,20,a,depunned,dam,best,-0.739470846,-0.310985493,0.0130492,0.0130492
85,20,a,depunned,dam,ever,-0.714138324,-0.570525947,0.0132409,0.0132409
85,20,a,depunned,dam,horror,-0.572337553,0.336131541,1.37E-05,1.37E-05
85,20,a,depunned,dam,movie,-0.735985557,-0.585364406,0.0976563,0.0976563
85,20,a,depunned,dam,movie,-0.735985557,-0.585364406,1.63E-07,2.70E-07
85,20,a,depunned,dam,night,-0.520710889,-0.514829836,0.0361392,0.0361392
85,20,a,depunned,dam,saw,-0.307453941,-0.763361954,5.65E-06,5.65E-06
85,20,a,depunned,dam,seen,-0.690693545,-0.680358393,0.151568,0.151568
86,21,a,depunned,hertz,hertz,2,0,1.79E-07,4.58E-05
86,21,a,depunned,hertz,horse,-0.772358068,-0.473041096,0.000893843,0.000893843
86,21,a,depunned,hertz,slow,-0.302989984,-0.470437756,0.00130052,0.00130052
87,22,a,depunned,role,role,2,0,0.000470951,0.000737774
87,22,a,depunned,role,directors,1.313794948,0.161933505,8.30E-05,8.30E-05
87,22,a,depunned,role,great,-0.283150414,-0.515024286,0.00259491,0.00259491
87,22,a,depunned,role,movie,1.532476003,0.594719169,8.27E-05,8.27E-05
88,23,a,depunned,collar,collar,2,0,7.22E-09,2.48E-07
88,23,a,depunned,collar,id,0.40944158,1.368685278,9.60E-08,0.0158395
88,23,a,depunned,collar,man,0.233988351,0.085463008,0.00202683,0.00202683
88,23,a,depunned,collar,name,-0.106902364,0.722813874,0.0155113,0.0155113
88,23,a,depunned,collar,pocket,0.491531192,-0.282536407,2.64E-05,2.64E-05
88,23,a,depunned,collar,put,-0.622695174,-0.719297165,0.000620472,0.000620472
88,23,a,depunned,collar,shirt,1.569426463,-0.621766767,0.00219247,0.00219247
89,24,a,depunned,steal,steal,2,0,2.40E-08,0.000205567
89,24,a,depunned,steal,bodybuilders,-0.649597703,0.250448323,1.53E-07,1.53E-07
89,24,a,depunned,steal,muscles,-0.453849102,-0.143208756,3.59E-05,3.59E-05
90,25,a,depunned,dye,dye,2,0,2.02E-08,0.00346222
90,25,a,depunned,dye,actress,-0.191653442,-0.37253657,0.00264633,0.00264633
90,25,a,depunned,dye,saw,-0.701321696,-0.302942596,9.58E-07,9.58E-07
90,25,a,depunned,dye,thought,-0.82578583,-0.598395341,0.00278213,0.00278213
90,25,a,depunned,dye,wrinkle,-0.271485603,-0.059769336,1.24E-08,1.24E-08
91,26,a,depunned,waist,waist,2,0,1.40E-05,0.00244079
91,26,a,depunned,waist,cardboard,-0.76867622,0.720292439,2.90E-05,2.90E-05
91,26,a,depunned,waist,fort,-0.700031899,-0.684103355,2.18E-07,2.18E-07
91,26,a,depunned,waist,paper,-0.586922992,0.715106249,0.000221212,0.00400724
92,27,a,depunned,feet,feet,2,0,3.70E-07,0.000851363
92,27,a,depunned,feet,able,-0.318576775,0.192267427,0.0428925,0.0428925
92,27,a,depunned,feet,being,-0.606391309,-0.32027531,3.17E-06,3.17E-06
92,27,a,depunned,feet,fit,-0.037323991,-0.561509507,0.000627158,0.000627158
92,27,a,depunned,feet,fourteen,0.377560615,-0.690051472,4.50E-07,4.50E-07
92,27,a,depunned,feet,pants,0.112402272,-0.603770822,4.66E-07,4.66E-07
92,27,a,depunned,feet,quite,-0.593675754,-0.190079146,0.000285838,0.000285838
92,27,a,depunned,feet,size,0.721870727,-0.45251572,7.45E-07,7.45E-07
93,28,a,depunned,aloud,aloud,2,0,1.24E-05,0.00427151
93,28,a,depunned,aloud,intern,-0.802449265,-0.329641635,1.78E-06,1.78E-06
93,28,a,depunned,aloud,not,-0.538579436,-0.329427842,0.0283726,0.0283726
93,28,a,depunned,aloud,say,1.335776396,-0.033663658,0.0226689,0.0226689
93,28,a,depunned,aloud,wanted,-0.635801964,0.328884943,1.08E-06,1.08E-06
94,29,a,depunned,pail,pail,2,0,1.17E-07,1.62E-07
94,29,a,depunned,pail,burdens,-0.494173788,-0.696741771,9.60E-06,9.60E-06
94,29,a,depunned,pail,carry,0.829926254,-0.217803528,0.000520998,0.000520998
94,29,a,depunned,pail,feeling,-0.685825422,-0.256058431,0.00134202,0.00134202
94,29,a,depunned,pail,start,-0.712694931,-0.750168933,1.80E-08,1.80E-08
94,29,a,depunned,pail,those,-0.716689837,-0.83061309,6.46E-06,6.46E-06
95,30,a,depunned,manor,manor,2,0,4.07E-05,0.00439146
95,30,a,depunned,manor,anchor,-0.544392635,-0.715960213,7.00E-06,7.00E-06
95,30,a,depunned,manor,family,0.646361356,0.026847491,0.00543349,0.00543349
95,30,a,depunned,manor,man's,-0.272675645,-0.295230845,0.000521151,0.000521151
95,30,a,depunned,manor,speaking,-0.458717251,0.646434966,2.88E-07,0.035517
96,31,a,depunned,cache,cache,2,0,1.57E-08,1.57E-08
96,31,a,depunned,cache,chips,-0.819637414,0.7956559,3.69E-05,3.69E-05
96,31,a,depunned,cache,competitor,-0.568240514,-0.141558575,1.18E-05,1.18E-05
96,31,a,depunned,cache,ended,-0.603802302,-0.454443007,0.00280029,0.00280029
96,31,a,depunned,cache,online,1.029892406,-0.181050587,0.000274406,0.000274406
96,31,a,depunned,cache,poker,-0.2132602,1.316488685,6.32E-07,6.32E-07
96,31,a,depunned,cache,suddenly,-0.675640845,-0.56330868,0.000293909,0.000293909
96,31,a,depunned,cache,tournament,-0.729033819,0.755545695,2.56E-07,2.56E-07
97,32,a,depunned,reign,reign,2,0,0.000222129,2.02E-05
97,32,a,depunned,reign,autumn,-0.481891487,1.09296528,0.000435346,0.000435346
97,32,a,depunned,reign,britain,1.042022668,0.061046913,1.79E-05,1.79E-05
97,32,a,depunned,reign,long,0.642961873,-0.350116242,0.0116986,0.0116986
97,32,a,depunned,reign,place,-0.024887767,-0.136697917,2.39E-06,2.39E-06
97,32,a,depunned,reign,wet,-0.759895853,2.093230813,3.50E-05,3.50E-05
98,33,a,depunned,thyme,thyme,2,0,1.50E-07,0.00119477
98,33,a,depunned,thyme,extra,-0.718040206,0.421663016,1.71E-05,1.71E-05
98,33,a,depunned,thyme,gardeners,1.344828955,-0.444254531,1.29E-07,1.29E-07
98,33,a,depunned,thyme,get,-0.459086859,-0.3333092,2.69E-06,2.69E-06
98,33,a,depunned,thyme,tomato,0.508965321,-0.573106796,6.11E-07,6.11E-07
98,33,a,depunned,thyme,work,-0.633998157,0.870582592,0.00208931,0.00208931
99,34,a,depunned,pore,pore,2,0,4.49E-06,0.00121916
99,34,a,depunned,pore,bad,-0.52912533,0.507396557,0.000209559,0.000209559
99,34,a,depunned,pore,excuse,-0.797260382,0.546949903,9.60E-08,0.00149134
99,34,a,depunned,pore,say,-0.721007352,-0.598910423,0.00502904,0.00502904
99,34,a,depunned,pore,say,-0.721007352,-0.598910423,0.0518257,0.0518257
99,34,a,depunned,pore,teeth,-0.45572585,-0.014939574,0.000508699,0.000508699
100,35,a,depunned,gilt,gilt,2,0,1.10E-05,1.72E-05
100,35,a,depunned,gilt,complex,-0.330724331,0.662758497,6.24E-07,0.426844
100,35,a,depunned,gilt,like,-0.379747841,-0.621661154,0.00210371,0.00210371
100,35,a,depunned,gilt,paint,-0.023620318,-0.781460533,0.000317251,0.000317251
100,35,a,depunned,gilt,people,-0.302710537,0.305665447,1.70E-05,1.70E-05
100,35,a,depunned,gilt,purple,-0.687010578,-0.803089329,9.78E-06,9.78E-06
101,36,a,depunned,heir,heir,2,0,4.85E-05,7.65E-05
101,36,a,depunned,heir,careless,-0.407451013,1.378747103,4.94E-06,1.77E-06
102,37,a,depunned,son,son,2,0,1.59E-05,0.000668427
102,37,a,depunned,son,got,-0.750504706,-0.646079413,0.0134105,0.0134105
102,37,a,depunned,son,only,0.055293382,-0.665076312,0.000420018,0.000420018
102,37,a,depunned,son,parrot,-0.712210007,-0.474117686,1.57E-08,1.57E-08
102,37,a,depunned,son,rest,-0.494602382,-0.515133451,1.27E-08,1.27E-08
103,38,a,depunned,c's,c's,2,0,9.40E-09,3.53E-08
103,38,a,depunned,c's,cannot,-0.561368366,-0.834120549,0.00544906,0.00544906
103,38,a,depunned,c's,choristers,-0.164473832,-0.568711897,2.70E-07,2.70E-07
103,38,a,depunned,c's,high,-0.577071422,1.15987515,0.00332927,0.00332927
103,38,a,depunned,c's,hit,-0.752815211,-0.617809813,6.71E-05,6.71E-05
103,38,a,depunned,c's,make,-0.583384169,-0.650018431,2.33E-06,2.33E-06
103,38,a,depunned,c's,novice,-0.620696349,-0.59044442,1.52E-06,1.52E-06
103,38,a,depunned,c's,singers,-0.351746838,-0.721792247,1.10E-07,1.10E-07
103,38,a,depunned,c's,terrible,-0.480278263,0.208366564,6.32E-05,6.32E-05
104,39,a,depunned,watt,watt,2,0,2.06E-07,0.0369958
104,39,a,depunned,watt,bright,1.27752717,-0.808464664,0.000302437,0.000302437
104,39,a,depunned,watt,knows,-0.750032,0.249689963,0.00126441,0.00126441
104,39,a,depunned,watt,optometrist,-0.569010045,-0.808577347,1.32E-05,1.32E-05
104,39,a,depunned,watt,spark,0.669217971,-0.667509975,0.00171267,0.00171267
104,39,a,depunned,watt,what's,-0.750032,1.727922581,0.0064478,0.0064478
105,40,a,depunned,razor,razor,2,0,2.86E-08,0.00529044
105,40,a,depunned,razor,balance,-0.528023149,-0.109023983,0.000152745,0.000152745
105,40,a,depunned,razor,budget,-0.576139639,-0.304511824,0.0411632,0.0411632
105,40,a,depunned,razor,fund,-0.729274222,0.810271506,0.000190895,0.000190895
105,40,a,depunned,razor,mayor,-0.795271193,-0.482292327,0.000172545,0.000172545
105,40,a,depunned,razor,turned,-0.706402674,-0.628219204,0.000431619,0.000431619
105,40,a,depunned,razor,wanted,-0.461981485,-0.503213354,2.90E-07,2.90E-07
106,1,a,nonpun,prophet,prophet,2,0,5.10E-08,1.63E-08
106,1,a,nonpun,prophet,biblical,1.588613486,0.00843384,1.32E-05,1.32E-05
106,1,a,nonpun,prophet,daniel,0.940627052,-0.701428367,3.09E-06,3.09E-06
106,1,a,nonpun,prophet,dreams,0.673356808,-0.164648041,0.000356321,0.000356321
106,1,a,nonpun,prophet,interpreting,0.582899177,-0.448113581,4.30E-07,4.30E-07
106,1,a,nonpun,prophet,known,0.192213498,-0.483403419,9.08E-07,9.08E-07
107,2,a,nonpun,pi,pi,2,0,1.37E-07,4.92E-09
107,2,a,nonpun,pi,decimal,1.946459381,-0.161627302,4.64E-05,4.64E-05
107,2,a,nonpun,pi,number,2.058125293,-0.251554178,0.00013164,0.00013164
107,2,a,nonpun,pi,places,-0.326949086,-0.808465975,0.0721633,0.0721633
107,2,a,nonpun,pi,recite,-0.258052741,-0.720087113,2.47E-05,2.47E-05
107,2,a,nonpun,pi,ten,-0.015977827,-0.651001302,0.00856012,0.00856012
107,2,a,nonpun,pi,up,-0.721837908,-0.785131387,6.25E-06,1.97E-05
108,3,a,nonpun,knead,knead,2,0,1.37E-08,2.02E-06
108,3,a,nonpun,knead,bakers,1.643374608,-0.430311199,4.70E-07,4.70E-07
108,3,a,nonpun,knead,bread,1.618475041,-0.10745158,0.000126703,0.000126703
108,3,a,nonpun,knead,dough,1.859791531,-0.113527858,0.00265219,0.00265219
108,3,a,nonpun,knead,flour,1.425382654,-0.255373587,1.54E-07,9.40E-08
108,3,a,nonpun,knead,make,0.636051115,0.120106683,0.0954655,0.0954655
108,3,a,nonpun,knead,milk,-0.418691345,-0.051775025,0.00935743,0.00935743
108,3,a,nonpun,knead,together,0.501225391,-0.104110527,0.000371442,0.000371442
109,4,a,nonpun,oar,oar,2,0,1.82E-06,1.89E-05
109,4,a,nonpun,oar,dipped,0.221586022,-0.852013846,1.63E-08,1.63E-08
109,4,a,nonpun,oar,fisherman,1.476556042,-0.726638524,3.42E-06,3.42E-06
109,4,a,nonpun,oar,river,1.530371105,-0.662561266,0.000541249,0.000541249
110,5,a,nonpun,tiers,tiers,2,0,7.71E-06,0.000247438
110,5,a,nonpun,tiers,boxes,0.104462145,-0.611327411,7.34E-08,7.34E-08
110,5,a,nonpun,tiers,stacked,1.336318496,-0.741184101,8.81E-05,8.81E-05
110,5,a,nonpun,tiers,warehouse,-0.156484324,-0.680878901,3.93E-06,3.93E-06
111,6,a,nonpun,poll,poll,2,0,5.58E-06,1.29E-05
111,6,a,nonpun,poll,candidates,1.181304086,0.061475531,8.50E-05,8.50E-05
111,6,a,nonpun,poll,conducted,1.061170681,-0.008450109,1.54E-07,1.54E-07
111,6,a,nonpun,poll,political,1.476234187,-0.000110261,2.14E-05,2.14E-05
111,6,a,nonpun,poll,pollsters,1.681635713,0.039322063,2.75E-07,2.75E-07
111,6,a,nonpun,poll,popularity,1.231242071,-0.277710497,1.98E-05,1.98E-05
112,7,a,nonpun,bored,bored,2,0,1.20E-05,2.02E-06
112,7,a,nonpun,bored,alone,0.824396373,-0.310851308,6.95E-05,6.95E-05
112,7,a,nonpun,bored,man,0.075873275,-0.552081009,0.050822,0.050822
112,7,a,nonpun,bored,old,-0.124639356,-0.386292183,0.000128063,0.000128063
112,7,a,nonpun,bored,tears,0.032180425,-0.578013409,0.379402,3.51E-05
112,7,a,nonpun,bored,time,0.213716977,-0.526247032,0.0134318,0.0134318
113,8,a,nonpun,greece,greece,2,0,6.57E-06,1.54E-07
113,8,a,nonpun,greece,country,1.617425629,-0.633069495,0.000621759,0.000621759
113,8,a,nonpun,greece,europe,1.506384042,-0.489292516,0.000318602,0.000318602
113,8,a,nonpun,greece,portion,-0.758430767,-0.488504997,0.0008041,0.0008041
113,8,a,nonpun,greece,southern,0.196191163,-0.152857904,6.35E-05,6.35E-05
114,9,a,nonpun,sine,sine,2,0,6.93E-06,7.62E-05
114,9,a,nonpun,sine,angle,0.779476881,-0.000985124,0.00052722,0.00052722
114,9,a,nonpun,sine,function,1.019378722,0.439681017,0.000453014,1.06E-07
114,9,a,nonpun,sine,function,1.019378722,0.439681017,0.00239923,0.00239923
114,9,a,nonpun,sine,mathematics,1.447036089,0.848639387,6.18E-05,6.18E-05
115,10,a,nonpun,principal,principal,2,0,0.00110836,0.000878056
115,10,a,nonpun,principal,high,0.108839565,0.202188802,0.000120348,0.000120348
115,10,a,nonpun,principal,local,0.004982895,-0.32475094,0.00310533,0.00310533
115,10,a,nonpun,principal,ms,-0.180238084,-0.055012292,7.05E-05,7.05E-05
115,10,a,nonpun,principal,school,1.99747003,1.0686167,0.210191,0.210191
115,10,a,nonpun,principal,wu,-0.670427616,-0.798160808,6.48E-09,6.48E-09
116,11,a,nonpun,cd,cd,2,0,7.33E-05,1.51E-08
116,11,a,nonpun,cd,bought,0.357280404,-0.811990726,0.00121767,0.00121767
116,11,a,nonpun,cd,classical,0.754552945,-0.585794569,5.24E-05,5.24E-05
116,11,a,nonpun,cd,music,1.794118677,-0.31297692,0.0391182,0.0391182
116,11,a,nonpun,cd,new,0.196711267,-0.522052794,0.0568819,0.0568819
117,12,a,nonpun,hare,hare,2,0,1.27E-05,6.19E-06
117,12,a,nonpun,hare,fields,0.461547832,-0.568333956,0.00109167,0.00109167
117,12,a,nonpun,hare,ran,0.445048512,-0.52966093,2.99E-07,1.81E-07
117,12,a,nonpun,hare,rapidly,0.3918974,-0.642455018,0.00022985,0.00022985
118,13,a,nonpun,knotty,knotty,2,0,1.18E-06,0.000482647
118,13,a,nonpun,knotty,made,-0.509212612,-0.625273489,0.000482647,4.84E-06
118,13,a,nonpun,knotty,cabin,-0.149091224,-0.53523303,6.86E-07,6.86E-07
118,13,a,nonpun,knotty,pine,-0.160851791,-0.793461446,6.73E-07,2.43E-06
119,14,a,nonpun,taut,taut,2,0,5.64E-08,5.64E-08
119,14,a,nonpun,taut,between,-0.287709939,-0.666184019,0.0134652,0.000312459
119,14,a,nonpun,taut,clothesline,0.552306178,-0.543429494,1.06E-07,1.06E-07
119,14,a,nonpun,taut,hangs,0.243455661,-0.58754546,9.60E-08,9.60E-08
119,14,a,nonpun,taut,poles,-0.286158353,-0.735985557,0.000318191,0.000318191
120,15,a,nonpun,marx,marx,2,0,0.0768104,0.000367531
120,15,a,nonpun,marx,german,0.913342961,0.259296529,0.000419141,0.000419141
120,15,a,nonpun,marx,karl,1.430994181,-0.390664933,2.82E-07,2.82E-07
120,15,a,nonpun,marx,philosopher,1.553897502,-0.477807527,0.000373512,0.000373512
121,16,a,nonpun,hi,hi,2,0,0.000217425,9.81E-05
121,16,a,nonpun,hi,say,0.761917936,-0.470898835,0.0206152,0.0206152
121,16,a,nonpun,hi,waved,1.72973703,-0.148802992,0.000942131,0.000942131
122,17,a,nonpun,daze,daze,2,0,0.000528994,1.12E-05
122,17,a,nonpun,daze,bad,-0.184595357,0.537602261,0.000179785,0.000179785
122,17,a,nonpun,daze,learning,-0.690780761,-0.155835821,0.000149284,4.59E-05
122,17,a,nonpun,daze,news,-0.567643796,0.281946675,0.609087,0.609087
123,18,a,nonpun,prose,prose,2,0,0.000714835,1.25E-06
123,18,a,nonpun,prose,essays,0.920121128,-0.418043865,7.58E-07,7.58E-07
123,18,a,nonpun,prose,novels,1.42068533,-0.518240741,4.53E-08,4.53E-08
123,18,a,nonpun,prose,written,1.32796995,-0.421870713,0.000636569,0.000636569
124,19,a,nonpun,plane,plane,2,0,0.000213726,2.60E-05
124,19,a,nonpun,plane,airport,1.712579248,-0.545519339,0.00104167,0.00104167
124,19,a,nonpun,plane,landed,1.050391062,-0.538243281,0.00362111,1.38E-07
125,20,a,nonpun,dam,dam,2,0,0.00642402,6.62E-06
125,20,a,nonpun,dam,beaver,1.758858353,0.156040259,1.55E-07,1.55E-07
125,20,a,nonpun,dam,building,0.367174398,-0.539332626,0.000261298,0.000261298
125,20,a,nonpun,dam,logs,1.430668256,-0.121952542,2.53E-05,2.53E-05
125,20,a,nonpun,dam,sticks,0.317012934,-0.686561865,4.60E-05,4.60E-05
126,21,a,nonpun,hertz,hertz,2,0,1.24E-06,1.45E-07
126,21,a,nonpun,hertz,computer,1.118191817,-0.50140918,9.80E-05,9.80E-05
126,21,a,nonpun,hertz,mega,0.779173478,-0.57167944,1.92E-07,1.92E-07
126,21,a,nonpun,hertz,processing,0.683483218,-0.540497833,3.14E-05,3.14E-05
126,21,a,nonpun,hertz,speed,0.178786499,-0.301454813,0.00134511,0.00134511
126,21,a,nonpun,hertz,thirty-three,-0.258263208,-0.762184863,7.07E-06,7.07E-06
127,22,a,nonpun,role,role,2,0,0.0441699,3.38E-07
127,22,a,nonpun,role,leading,0.504945154,-0.357426361,0.00778873,0.00778873
127,22,a,nonpun,role,plays,1.250637128,0.634214361,0.000232843,0.000232843
127,22,a,nonpun,role,show,0.452865957,-0.676772085,0.00748198,0.00748198
127,22,a,nonpun,role,television,0.73476784,-0.401643565,0.000675071,0.000675071
128,23,a,nonpun,collar,collar,2,0,1.35E-05,5.53E-06
