workerid	Answer.age	Answer.gender	Answer.nativeLanguage	Answer.condition	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59																
AS5V4YVKJL7SH	35	F	english	3	1.427608489	-0.812521853	-0.812521853	-0.812521853	1.427608489	-0.364495785	-0.364495785	-0.364495785	-0.812521853	-0.364495785	-0.812521853	-0.812521853	-1.260547922	1.427608489	1.427608489	-0.364495785	0.083530284	1.427608489	1.427608489	1.427608489	1.427608489	1.427608489	0.083530284	1.427608489	-1.260547922	1.427608489	-0.364495785	1.427608489	-0.812521853	0.531556352	-0.812521853	0.531556352	0.979582421	0.083530284	-0.364495785	1.427608489	-0.812521853	1.427608489	0.083530284	0.083530284	0.083530284	0.531556352	-0.812521853	-0.812521853	-0.812521853	-1.260547922	-0.364495785	-0.364495785	-1.260547922	1.427608489	-0.812521853	-0.812521853	-0.812521853	1.427608489	-1.260547922	-1.260547922	-1.260547922	-0.812521853	-0.812521853																
A3TSHG5R492EHU	35	M	English	3	-0.871457643	-1.299924317	-0.014524294	0.41394238	-0.871457643	-1.299924317	0.41394238	-0.442990968	1.270875729	0.41394238	0.41394238	-0.871457643	-1.299924317	1.270875729	1.270875729	-0.014524294	0.41394238	1.270875729	-0.014524294	1.270875729	0.41394238	-0.871457643	-0.871457643	1.270875729	1.270875729	1.270875729	1.270875729	-0.871457643	1.270875729	0.842409055	-0.871457643	1.270875729	-1.299924317	0.842409055	-0.442990968	1.270875729	-0.871457643	-0.871457643	0.41394238	0.41394238	0.842409055	1.270875729	-0.442990968	-1.299924317	-1.299924317	1.270875729	-1.299924317	1.270875729	-0.014524294	-1.299924317	-0.442990968	-1.299924317	-1.299924317	-0.871457643	-1.299924317	-0.871457643	0.41394238	1.270875729	-0.871457643																
AYG3MF094634L	35	F	English	3	0.358244103	-0.424585604	-1.20741531	-1.20741531	-0.424585604	-1.20741531	-0.424585604	0.358244103	-0.424585604	-0.424585604	0.358244103	-1.20741531	-1.20741531	1.14107381	1.14107381	1.14107381	1.14107381	1.14107381	1.14107381	1.14107381	1.14107381	1.14107381	1.14107381	1.14107381	1.14107381	1.14107381	1.14107381	1.14107381	1.14107381	-0.424585604	1.14107381	0.358244103	-1.20741531	1.14107381	-1.20741531	1.14107381	-0.424585604	0.358244103	1.14107381	-0.424585604	1.14107381	1.14107381	-1.20741531	-0.424585604	-1.20741531	-0.424585604	-1.20741531	-0.424585604	-0.424585604	-1.20741531	-1.20741531	0.358244103	-1.20741531	-1.20741531	-1.20741531	-1.20741531	-0.424585604	-1.20741531	-1.20741531																
AF59ZTU1GG340	45	M	English	3	-0.01247971	-0.01247971	-0.01247971	-0.748782604	-0.01247971	-0.01247971	-0.01247971	-0.01247971	-1.485085498	-0.01247971	-0.01247971	-0.01247971	-0.01247971	-0.01247971	-0.01247971	0.723823184	-0.01247971	2.196428972	-0.01247971	2.196428972	2.196428972	-0.01247971	-0.01247971	2.196428972	-0.01247971	-0.01247971	0.723823184	0.723823184	2.196428972	-2.221388392	-0.01247971	-0.01247971	-0.01247971	-0.01247971	-0.01247971	-0.748782604	-0.01247971	-0.01247971	-0.01247971	-0.01247971	0.723823184	-0.01247971	-0.01247971	-0.01247971	-0.01247971	-1.485085498	-0.01247971	2.196428972	-1.485085498	-1.485085498	-2.221388392	-0.01247971	-0.01247971	-0.01247971	-0.01247971	-0.01247971	-1.485085498	-0.01247971	-2.221388392																
A1I8YYP1HFCRJ4	25	F	English	3	-1.265638591	-0.080358006	-0.870545062	-0.870545062	-0.870545062	-1.265638591	0.314735523	1.104922579	-0.475451534	-0.475451534	-1.265638591	-0.475451534	-1.265638591	1.104922579	0.709829051	-0.080358006	1.104922579	1.104922579	1.104922579	1.104922579	1.104922579	0.709829051	-1.265638591	1.104922579	0.314735523	1.104922579	1.104922579	0.314735523	0.709829051	-0.870545062	0.314735523	1.104922579	-0.870545062	0.709829051	1.104922579	1.104922579	1.104922579	1.104922579	-1.265638591	1.104922579	-0.870545062	1.104922579	-1.265638591	1.104922579	-1.265638591	-0.870545062	-1.265638591	-1.265638591	-1.265638591	-0.870545062	-0.475451534	1.104922579	-0.870545062	1.104922579	-1.265638591	-1.265638591	-1.265638591	0.709829051	0.709829051																
A1FGHYHJB17C82	35	F	English	3	0.859565881	-0.859565881	1.289348821	0	-0.859565881	-0.859565881	-0.859565881	-0.42978294	-0.859565881	-1.289348821	-0.859565881	-0.42978294	-1.289348821	0	1.289348821	1.289348821	0.859565881	1.289348821	1.289348821	1.289348821	1.289348821	1.289348821	0	1.289348821	1.289348821	1.289348821	0.42978294	1.289348821	0	-1.289348821	0.42978294	1.289348821	-1.289348821	0.859565881	0	1.289348821	0.42978294	1.289348821	0.859565881	-0.42978294	0.859565881	1.289348821	-0.42978294	-1.289348821	-0.859565881	-0.859565881	-1.289348821	0	-0.859565881	-0.859565881	-0.42978294	-1.289348821	-1.289348821	0	-1.289348821	-0.859565881	-0.859565881	-1.289348821	-0.859565881																
A2BZEN4BBQE4OI	25	F	English	3	-1.077174235	-1.077174235	0.995215326	-1.077174235	0.995215326	-0.731775975	-1.077174235	-1.077174235	-1.077174235	-0.731775975	-1.077174235	-1.077174235	-1.077174235	0.995215326	0.995215326	-0.040979455	0.995215326	0.995215326	0.995215326	0.995215326	0.995215326	0.995215326	0.995215326	0.995215326	0.995215326	0.995215326	0.995215326	0.995215326	0.995215326	0.995215326	0.995215326	0.995215326	0.995215326	0.995215326	-0.731775975	0.995215326	0.995215326	0.995215326	0.995215326	0.995215326	0.995215326	0.995215326	-1.077174235	-1.077174235	-1.077174235	-1.077174235	-1.077174235	-1.077174235	-1.077174235	-1.077174235	-0.731775975	-0.731775975	-1.077174235	-0.731775975	-0.731775975	-1.077174235	-1.077174235	-1.077174235	-1.077174235																
A2AB9WEOEPG7WR	35	F	English	3	0.212648529	-0.832873405	0.212648529	-0.310112438	-0.310112438	-0.832873405	-0.832873405	-0.832873405	-0.832873405	-0.832873405	-0.832873405	-0.832873405	-0.832873405	1.780931431	1.780931431	-0.310112438	0.735409496	1.258170464	1.258170464	1.258170464	0.735409496	-0.310112438	-0.310112438	2.303692398	2.303692398	2.303692398	0.735409496	0.735409496	1.258170464	-0.832873405	-0.310112438	0.735409496	1.258170464	0.735409496	-0.832873405	1.780931431	-0.832873405	0.735409496	-0.310112438	-0.832873405	-0.310112438	-0.832873405	-0.832873405	-0.832873405	-0.310112438	-0.832873405	0.735409496	-0.832873405	-0.832873405	-0.832873405	-0.832873405	-0.832873405	-0.832873405	-0.310112438	-0.832873405	-0.832873405	-0.832873405	0.735409496	-0.832873405																
ACE59SDLLK0NS	45	F	english	3	-0.968798096	0.425325993	-0.039382036	-0.039382036	-0.968798096	1.354742053	-0.504090066	-0.968798096	-0.039382036	-0.968798096	-0.039382036	-0.968798096	-0.039382036	0.425325993	-0.504090066	0.890034023	1.819450083	1.819450083	-0.504090066	-0.968798096	1.354742053	-0.504090066	0.425325993	1.819450083	-0.039382036	0.890034023	1.819450083	0.890034023	0.425325993	-0.504090066	-0.504090066	1.819450083	-0.968798096	-0.968798096	-0.504090066	1.819450083	-0.968798096	0.425325993	1.819450083	0.425325993	-0.968798096	-0.968798096	0.890034023	1.819450083	1.354742053	-0.504090066	-0.968798096	-0.968798096	-0.968798096	-0.968798096	-0.504090066	-0.968798096	-0.968798096	-0.504090066	-0.504090066	-0.968798096	0.425325993	-0.968798096	-0.968798096																
ALOO8HTSM57UZ	25	M	english	3	-0.941007796	-0.941007796	0.507325942	-0.941007796	0.507325942	-0.941007796	0.024548029	-0.941007796	-0.458229883	-0.941007796	-0.941007796	-0.941007796	-0.941007796	0.990103855	0.990103855	1.472881768	1.472881768	1.95565968	0.990103855	0.990103855	1.95565968	0.990103855	0.990103855	1.95565968	0.990103855	0.990103855	1.472881768	0.990103855	0.990103855	-0.458229883	0.024548029	0.507325942	-0.458229883	0.990103855	-0.941007796	0.507325942	0.024548029	0.024548029	1.472881768	0.507325942	0.507325942	-0.941007796	-0.941007796	-0.941007796	-0.941007796	0.990103855	-0.941007796	-0.941007796	-0.941007796	-0.941007796	-0.941007796	-0.941007796	-0.941007796	-0.941007796	-0.941007796	-0.941007796	-0.941007796	-0.941007796	-0.941007796																
A1FIY55XZLEFTT	35	F	english	4	0.097275493	-1.337538028	-0.859266854	-0.380995681	-0.859266854	-0.380995681	0.575546667	-1.337538028	0.097275493	-0.859266854	-1.337538028	-0.859266854	-0.380995681	-0.859266854	1.05381784	1.05381784	1.05381784	1.05381784	-0.859266854	1.05381784	1.05381784	1.05381784	1.532089014	1.05381784	1.05381784	0.575546667	1.05381784	1.05381784	1.05381784	1.05381784	-1.337538028	1.05381784	0.575546667	1.05381784	-0.859266854	1.05381784	1.05381784	0.097275493	0.097275493	1.05381784	1.05381784	1.05381784	1.05381784	-1.337538028	-0.859266854	-0.380995681	1.05381784	-0.859266854	-1.337538028	0.575546667	-1.337538028	-1.337538028	-0.859266854	-1.337538028	-0.859266854	-0.859266854	-0.859266854	-1.337538028	-1.337538028																
A3QV664FTK66QI	65	M	English	4	0.750855178	0.365633826	1.13607653	0.365633826	-0.404808878	-1.175251582	-0.019587526	-0.019587526	0.365633826	-1.175251582	-0.019587526	-1.175251582	-1.175251582	-1.175251582	1.13607653	-1.175251582	1.13607653	1.13607653	0.750855178	1.13607653	1.13607653	0.365633826	1.13607653	0.750855178	1.13607653	1.13607653	1.13607653	1.13607653	1.13607653	1.13607653	-0.79003023	1.13607653	1.13607653	0.365633826	-0.404808878	0.750855178	0.750855178	-0.019587526	-0.79003023	0.365633826	0.750855178	1.13607653	1.13607653	-1.175251582	-1.175251582	-1.175251582	-1.175251582	-1.175251582	-1.175251582	1.13607653	-1.175251582	-1.175251582	-1.175251582	-1.175251582	-1.175251582	-1.175251582	-1.175251582	-1.175251582	-1.175251582																
A11Y0MK2O2IWFL	25	M	English	4	-0.608261302	-1.423884412	0.207361808	0.207361808	-0.608261302	-0.608261302	-0.608261302	-0.608261302	-0.608261302	-0.608261302	-1.423884412	-1.423884412	-0.608261302	-0.608261302	0.207361808	0.207361808	1.022984918	1.022984918	-0.608261302	1.022984918	1.022984918	1.022984918	1.022984918	0.207361808	1.022984918	1.022984918	1.022984918	1.022984918	1.022984918	1.022984918	-1.423884412	-0.608261302	1.022984918	1.022984918	-0.608261302	1.022984918	1.022984918	1.022984918	1.022984918	1.022984918	1.022984918	1.022984918	0.207361808	-0.608261302	-1.423884412	1.022984918	1.022984918	-2.239507522	-1.423884412	1.022984918	-0.608261302	-0.608261302	1.022984918	-1.423884412	-1.423884412	-0.608261302	-1.423884412	-0.608261302	-1.423884412																
AGUCPLIZGKAVF	45	F	english	4	-0.759669305	-0.392288248	-0.392288248	-0.392288248	1.077235981	-0.392288248	-0.759669305	-0.759669305	-0.392288248	-1.127050362	-1.127050362	-0.759669305	-0.759669305	0.342473867	1.077235981	-1.127050362	1.077235981	1.077235981	0.709854924	1.077235981	1.077235981	1.077235981	1.077235981	1.077235981	1.077235981	1.077235981	1.077235981	1.077235981	1.077235981	1.077235981	-1.127050362	1.077235981	1.077235981	1.077235981	-0.392288248	1.077235981	1.077235981	0.709854924	-1.127050362	1.077235981	1.077235981	1.077235981	1.077235981	-1.127050362	-1.127050362	-1.127050362	-1.127050362	-1.127050362	-1.127050362	0.709854924	-1.127050362	-1.127050362	-1.127050362	-1.127050362	-1.127050362	-0.759669305	-1.127050362	-1.127050362	-1.127050362																
A3NWN8CPGHKBZY	35	F	English	4	1.216383697	-0.190805286	1.216383697	-0.894399777	-0.894399777	-0.894399777	-0.894399777	-0.894399777	-0.894399777	-0.894399777	-0.894399777	-0.894399777	-0.894399777	-0.894399777	1.216383697	1.216383697	1.216383697	1.216383697	-0.894399777	1.216383697	1.216383697	1.216383697	1.216383697	1.216383697	1.216383697	1.216383697	1.216383697	1.216383697	1.216383697	0.16099196	-0.894399777	-0.894399777	1.216383697	0.16099196	-0.894399777	1.216383697	0.512789205	1.216383697	-0.190805286	-0.894399777	1.216383697	0.512789205	1.216383697	-0.894399777	-0.894399777	1.216383697	-0.894399777	-0.894399777	-0.894399777	-0.894399777	-0.894399777	-0.894399777	-0.894399777	-0.894399777	-0.894399777	-0.894399777	-0.894399777	-0.894399777	-0.894399777																
A25XQMFEXHJTG0	25	M	English	4	-0.783710924	-0.783710924	-0.783710924	-0.783710924	-0.783710924	-0.783710924	-0.783710924	-0.783710924	-0.783710924	-0.783710924	-0.783710924	-0.783710924	-0.783710924	-0.783710924	0.740649884	-0.275590654	1.756890422	1.248770153	-0.275590654	1.248770153	1.756890422	0.740649884	1.756890422	0.232529615	1.248770153	1.248770153	1.248770153	1.248770153	1.248770153	1.248770153	-0.783710924	0.740649884	1.248770153	-0.783710924	-1.291831193	1.756890422	0.740649884	-0.275590654	-0.783710924	1.248770153	1.248770153	1.248770153	0.232529615	-0.783710924	-0.783710924	-0.783710924	-0.783710924	-0.783710924	-0.783710924	1.756890422	-0.783710924	-0.783710924	-0.783710924	-0.783710924	-0.783710924	-0.783710924	-0.783710924	-0.783710924	-0.783710924																
AT3HYOVRFTGNH	45	F	English	4	0.784954295	1.667093408	0.343884739	0.784954295	-0.538254374	-0.538254374	-0.97932393	-0.97932393	-0.097184818	-0.97932393	-0.538254374	-0.97932393	-0.538254374	-0.97932393	1.667093408	-0.538254374	1.667093408	-0.538254374	1.667093408	-0.097184818	-0.538254374	-0.097184818	1.667093408	1.226023852	0.784954295	0.784954295	1.667093408	1.667093408	0.784954295	1.226023852	-0.538254374	-0.097184818	1.667093408	-0.538254374	-0.097184818	1.226023852	-0.097184818	1.667093408	-0.97932393	0.343884739	0.784954295	0.784954295	1.226023852	-0.97932393	-0.97932393	-0.538254374	-0.538254374	-0.97932393	-0.97932393	-0.97932393	-0.97932393	-0.97932393	-0.97932393	-0.97932393	-0.97932393	-0.97932393	-0.97932393	-0.97932393	-0.97932393																
A274L1FYXJVE2K	35	F	English	4	-0.958725964	1.061446603	0.051360319	-0.958725964	1.061446603	1.061446603	-0.958725964	0.051360319	-0.958725964	-0.958725964	-0.958725964	-0.958725964	-0.958725964	-0.958725964	0.051360319	-1.968812247	1.061446603	1.061446603	-0.958725964	1.061446603	1.061446603	1.061446603	1.061446603	1.061446603	1.061446603	1.061446603	0.051360319	1.061446603	1.061446603	1.061446603	-0.958725964	1.061446603	1.061446603	1.061446603	0.051360319	1.061446603	1.061446603	1.061446603	1.061446603	1.061446603	1.061446603	1.061446603	0.051360319	-1.968812247	-0.958725964	0.051360319	-0.958725964	-0.958725964	-0.958725964	-0.958725964	-0.958725964	-0.958725964	-0.958725964	-0.958725964	-0.958725964	-0.958725964	-0.958725964	0.051360319	-0.958725964																
A1E8LSJHUM61QP	45	M	English	4	-1.790945626	0.445367431	-0.113710833	1.004445695	-0.113710833	-0.113710833	-1.231867362	-2.350023891	-1.231867362	-0.113710833	-0.672789098	-0.113710833	-0.672789098	0.445367431	1.004445695	-0.672789098	1.004445695	1.004445695	-0.672789098	1.004445695	1.004445695	-0.672789098	1.004445695	1.004445695	1.004445695	1.004445695	1.004445695	1.004445695	1.004445695	1.004445695	-1.790945626	1.004445695	1.004445695	0.445367431	1.004445695	1.004445695	1.004445695	0.445367431	0.445367431	1.004445695	0.445367431	1.004445695	1.004445695	-1.231867362	-0.672789098	-0.113710833	-1.231867362	-0.672789098	-1.231867362	1.004445695	-1.231867362	-1.790945626	-1.790945626	-1.231867362	-0.113710833	-0.113710833	-0.672789098	-0.672789098	-0.672789098																
A2J6T9ELNZ97JH	65	M	English	5	0.765288501	-0.026852228	-0.422922593	-0.422922593	-0.818992957	-1.215063322	-1.215063322	-1.215063322	1.161358866	-0.818992957	-1.215063322	-0.422922593	0.369218137	0.765288501	1.161358866	1.161358866	1.161358866	0.369218137	1.161358866	1.161358866	1.161358866	1.161358866	0.765288501	1.161358866	1.161358866	1.161358866	1.161358866	1.161358866	0.369218137	1.161358866	-0.818992957	-1.215063322	0.765288501	0.369218137	-1.215063322	0.765288501	-1.215063322	0.369218137	1.161358866	0.765288501	0.369218137	0.369218137	1.161358866	-0.026852228	-1.215063322	-1.215063322	-1.215063322	0.369218137	-1.215063322	-1.215063322	-1.215063322	-1.215063322	-0.818992957	-0.818992957	-1.215063322	-1.215063322	-1.215063322	-1.215063322	1.161358866																
A31860N0PB3RTK	35	M	English	5	-0.136084574	-0.136084574	-0.805167062	-0.805167062	-0.136084574	-0.136084574	-0.136084574	-0.805167062	0.532997914	-0.136084574	-0.136084574	-0.136084574	-0.805167062	0.532997914	1.202080403	1.202080403	1.202080403	1.202080403	1.202080403	1.202080403	1.202080403	1.202080403	-0.136084574	-0.136084574	1.202080403	1.202080403	1.202080403	-0.805167062	1.202080403	1.202080403	1.202080403	-0.136084574	-0.136084574	0.532997914	0.532997914	-1.474249551	0.532997914	0.532997914	-0.136084574	0.532997914	0.532997914	-1.474249551	1.202080403	0.532997914	-0.136084574	-2.143332039	-0.805167062	-1.474249551	-0.136084574	-1.474249551	-1.474249551	-0.136084574	1.202080403	-0.136084574	-0.805167062	-2.143332039	-2.143332039	-1.474249551	-0.805167062																
AIPK94CUWL45W	25	F	english	5	1.085031128	-0.980028115	-0.980028115	-0.980028115	-0.980028115	-0.980028115	-0.980028115	-0.980028115	-0.980028115	-0.980028115	-0.980028115	-0.980028115	0.052501506	1.085031128	1.085031128	1.085031128	1.085031128	0.052501506	1.085031128	1.085031128	1.085031128	1.085031128	1.085031128	1.085031128	1.085031128	1.085031128	1.085031128	0.740854587	1.085031128	1.085031128	-0.980028115	-0.980028115	0.052501506	1.085031128	0.396678047	1.085031128	1.085031128	1.085031128	1.085031128	1.085031128	1.085031128	1.085031128	1.085031128	-0.980028115	-0.980028115	-0.980028115	-0.980028115	-0.980028115	-0.980028115	-0.980028115	-0.980028115	-0.980028115	-0.980028115	-0.980028115	-0.980028115	-0.980028115	-0.980028115	-0.980028115	-0.980028115																
A1YK1P623MZGNF	55	F	English	5	1.113004895	-0.949841873	0.425389305	-0.606034079	-0.949841873	-0.949841873	-0.949841873	-0.949841873	1.113004895	-0.949841873	1.113004895	-0.949841873	-0.949841873	1.113004895	1.113004895	1.113004895	1.113004895	1.113004895	1.113004895	1.113004895	1.113004895	1.113004895	0.081581511	1.113004895	1.113004895	1.113004895	1.113004895	1.113004895	0.7691971	1.113004895	-0.949841873	-0.949841873	-0.606034079	1.113004895	-0.949841873	1.113004895	-0.949841873	1.113004895	1.113004895	1.113004895	1.113004895	0.7691971	-0.949841873	-0.949841873	-0.949841873	-0.949841873	-0.949841873	-0.949841873	-0.949841873	-0.949841873	-0.949841873	-0.949841873	-0.949841873	-0.949841873	-0.949841873	-0.949841873	-0.949841873	-0.949841873	-0.949841873																
A32FEQZPN9GQ2L	35	F	english	5	0.946771584	-1.084483814	-0.576669965	-0.068856115	0.438957734	-1.084483814	-1.084483814	-1.084483814	0.946771584	-0.576669965	-0.068856115	-1.084483814	-0.068856115	-0.068856115	1.454585433	0.438957734	1.454585433	-0.068856115	0.946771584	0.438957734	0.438957734	1.454585433	-0.068856115	0.946771584	-0.068856115	0.946771584	1.454585433	0.946771584	1.454585433	1.454585433	0.438957734	-0.576669965	0.438957734	0.946771584	0.946771584	0.438957734	-1.592297664	0.946771584	1.454585433	0.946771584	0.946771584	0.438957734	-0.068856115	0.946771584	-1.592297664	-1.592297664	-1.084483814	-1.084483814	-0.576669965	-0.068856115	-1.592297664	-1.084483814	-1.084483814	-1.084483814	-1.084483814	-1.592297664	-1.592297664	-1.084483814	0.438957734																
A13W5Y5FU0U951	45	F	English	5	0.94390984	0.94390984	0.066891248	-1.687145934	-0.371618047	-0.810127343	-0.810127343	-0.810127343	0.94390984	-0.371618047	-0.810127343	-0.810127343	0.505400544	0.94390984	0.94390984	0.94390984	0.94390984	0.94390984	0.94390984	0.94390984	0.505400544	0.94390984	0.94390984	0.94390984	0.94390984	0.94390984	0.94390984	0.94390984	0.94390984	0.94390984	0.94390984	0.505400544	0.94390984	0.94390984	-1.248636638	0.505400544	-1.248636638	0.94390984	0.066891248	0.066891248	0.505400544	-1.248636638	0.94390984	0.94390984	0.066891248	-1.687145934	-1.687145934	-1.687145934	-1.248636638	-1.248636638	-0.810127343	-0.810127343	0.505400544	-1.687145934	-0.810127343	-1.687145934	-1.248636638	-0.810127343	-1.248636638																
A2SSRDPW0D0VK8	35	F	English	5	0.828039921	-1.614677847	-0.393318963	0.828039921	-4.057395615	-0.393318963	-2.836036731	-0.393318963	-0.393318963	-0.393318963	-1.614677847	-0.393318963	-0.393318963	-0.393318963	0.828039921	0.828039921	-0.393318963	0.828039921	0.828039921	0.828039921	0.828039921	0.828039921	-0.393318963	0.828039921	0.828039921	0.828039921	0.828039921	0.828039921	0.828039921	0.828039921	0.828039921	-0.393318963	-0.393318963	0.828039921	0.828039921	0.828039921	-0.393318963	0.828039921	0.828039921	0.828039921	0.828039921	0.828039921	-0.393318963	-0.393318963	-0.393318963	-0.393318963	-0.393318963	0.828039921	-0.393318963	-0.393318963	-0.393318963	-0.393318963	0.828039921	0.828039921	-0.393318963	-0.393318963	-1.614677847	-0.393318963	-1.614677847																
A2WHSIDOJ5ZO84	35	M	English	5	1.039379295	0.372820834	0.372820834	0.372820834	-0.293737627	0.372820834	-2.293413009	0.372820834	-0.960296088	-0.293737627	0.372820834	0.372820834	0.372820834	-0.293737627	0.372820834	0.372820834	1.039379295	-0.293737627	1.039379295	0.372820834	0.372820834	1.039379295	-0.293737627	0.372820834	-0.293737627	0.372820834	0.372820834	1.039379295	-0.293737627	0.372820834	1.039379295	-0.293737627	1.039379295	0.372820834	0.372820834	-0.293737627	0.372820834	-1.626854549	1.039379295	-0.293737627	0.372820834	-0.960296088	0.372820834	1.039379295	1.039379295	0.372820834	-0.960296088	1.039379295	-0.293737627	0.372820834	-0.960296088	-1.626854549	1.039379295	1.039379295	-2.95997147	0.372820834	-2.293413009	-2.95997147	-1.626854549																
A3EJ44J2ZNRMDA	45	M	english	5	0.880027804	-0.273786428	-0.273786428	-0.273786428	-0.273786428	-0.273786428	-1.42760066	-0.273786428	0.880027804	-0.273786428	-0.273786428	-1.42760066	0.49542306	0.880027804	0.880027804	0.880027804	0.880027804	0.49542306	0.880027804	0.880027804	0.880027804	0.880027804	0.880027804	0.880027804	0.880027804	0.880027804	0.880027804	0.880027804	0.880027804	0.880027804	0.880027804	-0.273786428	0.880027804	0.880027804	-1.42760066	0.880027804	0.880027804	0.880027804	0.880027804	0.880027804	0.110818316	0.49542306	0.880027804	-1.42760066	0.49542306	-1.42760066	-1.42760066	-1.42760066	-1.42760066	-1.42760066	-1.42760066	-1.42760066	0.880027804	-1.42760066	-1.42760066	-1.42760066	-1.42760066	-1.42760066	-1.42760066																
A23F3FI6R7AXVP	45	M	English	5	-0.961966478	-0.961966478	-0.961966478	0.541504309	-0.961966478	-0.961966478	-0.961966478	-0.961966478	1.293239702	-0.961966478	0.165636612	-0.961966478	-0.961966478	1.293239702	1.293239702	1.293239702	1.293239702	-0.210231085	1.293239702	1.293239702	1.293239702	1.293239702	0.917372006	1.293239702	1.293239702	1.293239702	1.293239702	1.293239702	1.293239702	1.293239702	-0.210231085	-0.586098781	0.165636612	0.917372006	0.541504309	1.293239702	-0.961966478	0.541504309	0.541504309	-0.961966478	-0.586098781	0.917372006	-0.586098781	-0.961966478	-0.961966478	-0.961966478	-0.961966478	-0.961966478	-0.961966478	-0.586098781	-0.961966478	0.541504309	-0.961966478	-0.961966478	-0.961966478	-0.961966478	-0.961966478	-0.961966478	-0.961966478																
A33ZJT0YVRQQ7S	25	F	English	5	0.54883385	-0.680831864	-0.680831864	-0.680831864	-1.090720436	-1.090720436	-1.090720436	-1.090720436	-0.680831864	-0.680831864	-1.090720436	-0.270943293	-0.270943293	1.368610993	0.54883385	1.368610993	1.368610993	1.368610993	1.368610993	1.368610993	1.368610993	1.368610993	0.958722421	1.368610993	0.958722421	0.54883385	1.368610993	0.958722421	1.368610993	1.368610993	0.958722421	1.368610993	-0.270943293	0.54883385	-0.270943293	-0.270943293	-1.090720436	0.138945278	0.958722421	0.958722421	0.138945278	-0.680831864	0.138945278	-1.090720436	-1.090720436	-1.090720436	-1.090720436	-1.090720436	-1.090720436	-0.680831864	-1.090720436	-0.680831864	0.958722421	-0.680831864	-1.090720436	-1.090720436	-1.090720436	-1.090720436	-1.090720436																
A3JWO6UN75OWW9	35	M	English	5	0.865671879	0.865671879	-0.583254103	-0.583254103	0.865671879	0.503440384	-1.307717094	-1.307717094	-1.307717094	-1.307717094	0.865671879	0.865671879	-0.583254103	0.865671879	0.865671879	0.865671879	0.865671879	0.865671879	0.865671879	0.865671879	0.865671879	0.865671879	0.865671879	0.865671879	0.865671879	0.865671879	0.865671879	0.865671879	0.865671879	-1.307717094	0.865671879	-0.945485599	0.865671879	0.141208888	0.865671879	-1.307717094	-1.307717094	0.865671879	0.865671879	0.141208888	-1.307717094	0.865671879	-1.307717094	0.865671879	0.865671879	-0.221022608	-1.307717094	0.141208888	-1.307717094	0.865671879	-1.307717094	-1.307717094	0.865671879	-1.307717094	-1.307717094	-1.307717094	-1.307717094	-1.307717094	-1.307717094																
AW1Y5ZK58YMSI	25	F	English	5	0.638247688	-0.339846172	-1.317940031	-0.339846172	-1.317940031	-1.317940031	-1.317940031	-1.317940031	-0.339846172	-1.317940031	-1.317940031	-1.317940031	-0.339846172	1.127294618	0.638247688	1.127294618	-0.828893102	0.638247688	1.127294618	1.127294618	0.638247688	1.127294618	0.638247688	1.127294618	0.638247688	1.127294618	1.127294618	0.638247688	0.638247688	0.638247688	1.127294618	0.638247688	0.638247688	0.638247688	0.638247688	1.127294618	0.638247688	0.638247688	0.638247688	0.638247688	0.638247688	0.638247688	0.638247688	1.127294618	0.638247688	-1.317940031	0.638247688	-0.828893102	-1.317940031	-1.317940031	-1.317940031	-0.828893102	1.127294618	-1.317940031	-1.317940031	-1.317940031	-1.317940031	-1.317940031	-1.317940031																
A3K7EYSOUGFFEH	35	M	English	5	-1.368619902	-0.712127429	-0.055634955	-2.025112376	-0.712127429	1.257349992	-0.055634955	-0.055634955	-1.368619902	-0.712127429	-0.055634955	0.600857518	-0.712127429	1.257349992	0.600857518	-0.055634955	-0.712127429	1.257349992	1.257349992	-0.712127429	-0.055634955	1.257349992	-0.055634955	-0.055634955	1.257349992	1.257349992	-0.055634955	1.257349992	-0.712127429	-0.712127429	-1.368619902	-0.712127429	1.257349992	-0.055634955	-0.055634955	-0.055634955	-0.055634955	-0.712127429	0.600857518	-0.712127429	-2.025112376	-0.712127429	-2.025112376	1.257349992	1.257349992	-0.055634955	-0.055634955	-0.712127429	-2.025112376	-1.368619902	1.257349992	1.257349992	0.600857518	1.257349992	1.257349992	-0.055634955	1.257349992	0.600857518	0.600857518																
A3AFXPGOHL9D23	25	F	English	6	0.367707019	0.367707019	-0.320260952	0.367707019	0.367707019	-1.008228922	0.367707019	-0.320260952	-0.320260952	-1.696196893	-0.320260952	-0.320260952	-1.008228922	1.055674989	1.055674989	0.367707019	1.055674989	1.055674989	1.055674989	1.055674989	1.055674989	1.055674989	1.055674989	1.055674989	-3.072132834	0.367707019	1.055674989	1.055674989	1.055674989	-0.320260952	-2.384164863	-0.320260952	-1.696196893	1.055674989	1.055674989	1.055674989	1.055674989	-1.696196893	1.055674989	1.055674989	-0.320260952	0.367707019	0.367707019	0.367707019	-0.320260952	-1.008228922	-0.320260952	-1.008228922	-0.320260952	-0.320260952	-1.696196893	-1.008228922	-0.320260952	-0.320260952	-0.320260952	-1.008228922	-0.320260952	-0.320260952																	
