workerID,age,gender,language,condition,uniquePairID,wordOrder,order,relatedness
A3N934I1DEVO86,25,F,English,1,264,1,76,-0.777245657
ACQB8FMHUZSY3,66,F,English,1,264,1,8,0.216150887
A1H8RYUHVWDCET,25,M,English,1,264,1,30,0.58046455
AHFAK8MV9Q4FW,35,F,english,1,264,1,64,1.141340193
AYIXPBMA2KH5V,25,M,english,1,264,0,87,-0.061869279
ALZOR99685SSS,35,F,english,1,264,1,144,-0.382216403
A2WR0XP4UXY4IY,35,M,english,1,264,0,49,0.02048958
A18WYFFG3VF0O1,35,F,english,1,264,1,127,-0.55958365
A3F8N2FOZYE9DG,25,F,English,1,264,1,114,-0.022628374
AY1QJ58OBT0RE,25,M,English,1,264,1,146,1.419162515
A2NVJ6LBQVLHF1,35,M,english,1,264,0,41,0.88761615
A3O1JZVX2L1BMK,25,F,English,1,264,1,87,1.473765414
A15J1YSKM94GXB,45,F,english,1,264,1,93,-0.567355476
A34N9G0IEI28IG,35,M,English,3,265,0,11,0.347582169
A2BRYWJD6T00BE,45,F,English,3,265,1,14,-0.755991229
A3TSHG5R492EHU,35,M,English,3,265,0,144,-0.39667598
AUT9RW2VFXMDX,25,F,English,3,265,0,56,-0.521698107
A2SYRFPPV9WDEG,35,M,English,3,265,1,23,-0.687875223
A2EXMUJYR843HT,25,F,English,3,265,1,117,-0.738329507
AXYWBND4033L6,25,F,english,3,265,0,104,0.061651068
A80X2FTFDSR19,35,F,English,3,265,1,43,-0.712195865
AB8PPBUBK4FA4,25,F,English,3,265,0,116,-0.711661628
A1AWNYS0X4DSGC,25,F,English,3,265,0,135,-0.827692347
A2QT68NJYAJV9P,45,F,English,3,265,1,102,-1.075677348
A1T01T5PJUJKXG,17,M,English,3,265,0,136,0.826994112
A37B3260OPTYV2,35,M,English,3,265,1,144,-0.555101435
A3INS04P6H46JT,45,M,English,3,265,0,97,-0.281528759
A3FWVUR0IF6IWD,35,M,English,3,265,1,12,-0.930196855
A31JRBOBVU0RQX,25,F,english,3,265,0,66,-0.668183092
A38VIZX42CERKQ,25,M,English,3,265,1,62,-0.518677008
A21WHAE8CM3XRT,45,F,English,3,265,1,44,-0.094685373
ABIXKV6USOPKS,65,F,English,3,265,0,76,-0.846936439
A1ER4IXLVU27O,25,F,English,3,265,0,19,-0.654813335
A10C2MCVJK0C9F,25,M,English,3,265,1,60,0.083754759
A80J1R9FQLUPS,25,M,English,3,265,0,6,0.094122724
A3AWC4P8QUK1XB,45,F,English,3,265,1,127,-0.448878973
A2CGULR0BMGYOR,25,F,English,3,265,0,91,0.555338599
A278OVSY88TA04,35,F,english,3,265,1,1,-0.755606369
A1F8OME6TTBIUC,25,M,English,3,265,0,4,-0.76665961
A1LG0K8P05XI7N,17,M,ENGLISH,5,266,1,128,-0.644299104
A3JZE4IVG5549Z,55,M,English,5,266,0,15,-0.623661063
A2R0XTGWTGGPD9,25,F,English,5,266,1,31,-0.776327668
A1NHUSRKTXRLIA,45,F,English,5,266,1,2,-0.667418281
A3L2Q6Y5XJI12O,35,F,English,5,266,1,90,-0.533006104
A32ZPYIWFEUCDX,55,M,California-english,5,266,1,29,-0.502047611
A1VSHM4NLZ705D,35,M,English,5,266,1,84,-0.539902384
A3OMUSG91MTI3H,25,F,English,5,266,0,44,-0.640261661
A3U1MRDBBAJ77S,35,F,english,5,266,1,145,0.303134008
A24OCEP7RTN4ID,35,F,English,5,266,1,5,-0.069876654
A17HKMNGZVXXGJ,25,M,English,5,266,1,5,-0.838711664
A182CHO6N044YK,25,M,English,5,266,1,17,-0.37597401
A25M0ER7TUBW36,25,M,English,5,266,1,86,0.147385399
A1BNQ6H4SJZ2X5,35,M,english,5,266,1,40,0.992281272
A2UG5C6IKG16TB,25,F,English,5,266,0,52,0.252717799
A62XUQZNIVT64,25,F,English,5,266,1,46,-0.824616777
A3BER0Q04BO9G5,25,M,English,5,266,1,41,0.800478157
A2PURY8517XFTG,35,M,English,5,266,1,140,-0.594105149
A11JBM3BXJWRGW,35,F,english,5,266,1,9,-0.650570495
A20QQNT56BLDPI,35,F,English,5,266,1,60,-0.808394203
A153FVJRRM27G7,35,M,English,5,266,1,140,-0.606136714
A14VY6QXKBLC0D,35,M,english,5,266,0,54,-0.627706649
A230VUDYOCRZ4N,55,F,English,5,266,0,19,-0.749527303
AKNGE4XEUT8SF,35,F,English,5,266,0,99,-0.736134974
A364KJDYEBAWC9,45,M,English,7,267,0,104,0.487904014
A2BIH4XUWQKM0W,35,F,English,7,267,1,111,0.804180066
A13W5Y5FU0U951,45,F,english,7,267,1,2,-0.370882125
A26F9VP8ELLZC4,65,F,English,7,267,0,48,0.14140786
A2HWFDN6X2R4AF,25,F,English,7,267,1,72,1.523154621
AF59ZTU1GG340,45,M,English,7,267,1,134,0.172543008
A3LFVI65XV1T46,35,F,English,7,267,1,104,2.088765699
A14YP0FMOXN0NG,35,F,English,7,267,1,132,2.094672194
A1DK836V92J78C,45,M,English,7,267,1,5,0.434733392
A31I8A49OL6JT9,25,M,English,7,267,1,124,-0.55030089
A2MZBTRREF5UQ,55,F,English,7,267,0,142,0.406839848
A1SZ0Q8S4H5J0I,65,F,English,7,267,0,101,1.035528595
AE5VXD4USU2O9,25,F,English,7,267,0,125,1.37962576
A1BI4T5MGR1OAH,25,M,English,7,267,1,93,1.749364812
A30X2CBXMF20BV,35,F,english,7,267,1,12,0.655287403
AS1X0YS4CB34Y,45,F,english,9,268,1,126,-0.799118556
A219VCQZADQ45W,65,F,english,9,268,1,141,-0.776035761
A3AX4SGPEJU8DP,45,M,English,9,268,0,16,-0.763758211
A3V2O47N222B9,35,F,english,9,268,0,68,-0.037130645
A1KOHXO0BIQB8T,65,M,English,9,268,0,65,-1.039051955
A26EUPY4QSD2OJ,45,F,English,9,268,1,31,-0.732249124
A3NW7ZS2T2G2LA,35,M,english,9,268,0,94,-0.451888822
A1R4F6EPXA3VCL,45,M,English,9,268,1,131,-0.563263258
A2BWBKW40ISQ9G,65,F,English,9,268,1,140,-0.540952513
A27KZ5MW3OT576,45,F,English,9,268,1,66,-0.597127098
A310HXQSNP56Z1,25,F,English,9,268,0,10,-0.896809936
A3VP27UUQ34OXK,55,F,English,9,268,1,123,-0.64928347
A34BMGP23XTAMN,35,M,English,9,268,0,126,-0.881431179
A3OR8K2NDDBAP0,25,F,english,9,268,1,83,-0.733398918
A2ETKEXXYV4WBF,65,F,english,9,268,1,135,-0.654376341
A3QVSJ3MJ7YOLY,45,M,English,9,268,1,22,-0.893595317
A3OTB12FYSXN38,25,M,English,9,268,1,84,-0.666825253
A3UOBK0737LJ2Q,35,F,English,9,268,1,98,-0.509168866
A3MMLCBV2W3BP9,25,M,English,1,269,1,121,-0.614132707
A3N934I1DEVO86,25,F,English,1,269,1,77,-0.777245657
ACQB8FMHUZSY3,66,F,English,1,269,0,83,-0.98036208
A1H8RYUHVWDCET,25,M,English,1,269,1,35,-0.506046018
AHFAK8MV9Q4FW,35,F,english,1,269,0,139,-0.500390528
AYIXPBMA2KH5V,25,M,english,1,269,1,43,-1.065526466
ALZOR99685SSS,35,F,english,1,269,0,37,-0.382216403
A2WR0XP4UXY4IY,35,M,english,1,269,1,113,-0.644283472
A18WYFFG3VF0O1,35,F,english,1,269,0,106,-0.55958365
A3F8N2FOZYE9DG,25,F,English,1,269,1,25,-0.848564031
AY1QJ58OBT0RE,25,M,English,1,269,0,140,-1.289304507
A2NVJ6LBQVLHF1,35,M,english,1,269,1,134,-1.199210869
A3O1JZVX2L1BMK,25,F,English,1,269,0,47,-0.78642104
A15J1YSKM94GXB,45,F,english,1,269,1,75,-0.567355476
A178NUZZNIV7MT,25,F,English,8,270,0,128,1.060573666
A3VIE5O4Q96JWY,25,F,english,8,270,0,70,-0.845914106
A2018YQ1FNL376,35,F,english,8,270,1,27,1.433232435
A23P8YY5I9P6EU,25,F,English,8,270,1,40,-0.767770787
A1XVL8WLYYT5PI,45,F,english,8,270,0,140,1.343002003
A1XUE712KVMVXM,35,F,english,8,270,0,46,-0.488898645
A3JWO6UN75OWW9,35,M,English,8,270,0,64,-0.793118963
AT4V7NOIHS9G5,45,F,English,8,270,1,125,-0.632773229
A1B0DLBEQ0QP52,45,M,english,8,270,0,79,1.525894615
A39QIVR044A1KN,25,F,english,8,270,1,127,-0.373713547
A2IXM1L3T6YYY2,35,F,english,8,270,0,63,0.951849936
A34RMF77M4N9VB,35,F,English,8,270,0,5,1.184086835
A2RMOCDLA2JSO5,35,M,english,8,270,0,79,-0.760950018
A226R93NCWLJCD,35,F,English,8,270,0,85,1.423162839
AUO0OQZRXW2Q9,55,F,english,8,270,1,132,-0.440735521
AB2KBX2EHXJZZ,65,F,english,8,270,1,52,0.599903805
A1YVNBAT97VRV9,25,F,English,8,270,1,78,1.484336588
AUHQYXKNYIW9W,25,F,English,8,270,0,61,1.856103125
A1M7CIYMVD2GS0,35,F,english,8,270,0,90,1.129204136
ANCT3DDB03V5W,17,F,English,8,270,1,58,-0.574480188
A34ZHROFSVEF6V,45,M,English,8,270,1,132,0.955482994
A3ICNBAMTYTXPM,25,F,English,10,271,0,115,-0.759018964
ANNRSEIK4HRT8,55,M,english,10,271,1,144,-0.282698193
A370MPTHYDCDKX,35,F,english,10,271,0,134,-0.850411029
A1T3PV7AOCE7I8,35,M,English,10,271,1,59,-1.763347408
A2J48NMAXFET0T,25,F,english,10,271,0,41,-0.762786909
A3VGEX0JSA7Q1B,25,F,English,10,271,0,76,-0.567658122
A19IS9P2M70O73,35,M,English,10,271,1,134,-0.462887807
A3LBOMS2TFFPRT,45,F,English,10,271,1,74,-0.51919051
A2NZGZBR9TJ7CZ,25,M,english,10,271,0,99,-1.327266017
APFBMXQXRPKIS,25,F,english,10,271,1,143,-0.768238634
A3L9437EC5JYC6,35,F,English,10,271,0,112,-0.862870906
AAUKM05NJKNTX,25,F,English ,10,271,0,93,-1.070539484
A3PMO2XASQTF2P,35,M,English,10,271,1,27,-0.471776977
A24TUJGQCYOPSD,35,M,English,10,271,1,10,-1.182245786
A274623RTWHKQ8,65,F,English,10,271,1,45,-0.335925823
A3O4QJBU7A91A6,35,M,English,10,271,0,98,-1.166304461
A33SMNMTMIOJ6T,25,M,English,10,271,1,74,-0.650675312
A2AXGNA291U5BF,55,F,English,2,272,1,46,-0.981304233
A1RL184S4UH6T3,25,M,English,2,272,1,44,-1.069320131
AA8MK8AWWWL62,35,F,English,2,272,1,85,-0.729390102
A37F78BTO4NUHR,25,F,english,2,272,1,13,-0.48720728
A221BYJVSHSS6C,65,M,english,2,272,0,48,0.160839973
A3IE6ATDKX6N1H,65,F,English,2,272,0,14,-0.788016655
A320QA9HJFUOZO,35,M,English,2,272,1,31,-0.747316811
A193X2C7UXL9G,45,F,English,2,272,1,34,-0.737277308
A2N1TVKBVKCTYB,65,F,English,2,272,0,26,-0.568145547
A1Q0HR275GW2X4,35,M,english,2,272,1,8,0.469402638
A1BXNBGMELWSO0,35,F,English,2,272,1,32,-0.784580167
A1GT46Z151YRQR,45,F,English,2,272,0,38,-0.562406839
A1L9WURXFXBVX6,35,F,English,2,272,1,3,0.215168949
A3434T8NYAQEOK,25,F,English,2,272,1,12,-0.696115314
A1QQBMKOZNN952,45,M,English,2,272,0,121,-0.835804303
A2YD6495T4UGMW,35,F,English,2,272,0,114,-0.40916725
AVVZTRF9H0XHH,35,M,English,2,272,1,41,-0.724673819
A3HOZA7QXYKN5Y,35,M,English,2,272,1,88,-0.255760959
A3RB9WPEC9YL2P,55,F,English,2,272,0,12,-0.967789398
A321PI4SDQPME7,45,F,english,2,272,0,93,-0.894829768
APJHALT9QA3VD,35,F,English,2,272,1,50,-0.791532449
A7LWELY5ZOHP1,35,F,English,2,272,0,74,-0.702253746
ARIHFTO35AJ1N,35,F,English,4,273,1,56,1.13890947
AYSOFR7I00R5I,45,M,English,4,273,1,34,0.905197361
A2Q9IGBGDU9RM9,35,M,English,4,273,1,111,0.761087199
A1AS0LTDHF6E7W,35,F,English,4,273,1,36,-1.233995258
A3AT9S1CF9QV4K,66,M,English,4,273,1,126,-0.802436634
AEBBDG3D1WD91,25,M,english,4,273,1,139,0.575428684
A2YELE4764XAIA,65,F,english,4,273,0,92,-0.802923738
A2NIBBJ5T79V6T,25,M,English,4,273,0,37,-0.395844119
A1PVDA09VSYWHP,35,M,English,4,273,0,11,0.175316411
A1FYSXD0MJXPMG,35,F,English,4,273,0,131,1.125245308
A3PHLJCFOXAH2X,35,F,english,4,273,1,46,-0.52627505
AOP6PU418XX1A,25,F,English,4,273,0,104,0.509038729
A2B3YHRCG8QT00,65,M,english,4,273,1,33,-0.615041674
A35NBUVLJDU499,25,M,English,4,273,0,36,0.820734251
A34ZUVAQXSJNO1,65,M,english,4,273,1,67,-0.612997715
A2ZXTX5FE5MJ4,35,M,english,4,273,1,97,0.275890734
A1G05O3HM7DNVZ,45,F,English,6,274,1,37,-0.311180817
A3E08GRFJJAT2S,45,M,english,6,274,0,142,-0.87664502
A37AMANTOKWVWA,25,F,English,6,274,1,133,-0.705399959
A2XS49LRNX8PD4,25,M,English,6,274,0,19,-0.626784188
A34FJBQDKVH8SR,45,M,English,6,274,0,81,-0.92070071
A0466477O4HT7G4BVNB1,35,F,english,6,274,0,125,-0.509167352
A9AYICE1E4D87,25,M,English,6,274,0,50,-1.000438547
A1GTYHV8OYQQLV,65,M,English,6,274,1,110,-1.168894325
A1ENGJN5E7YGJH,25,F,English,6,274,0,104,-0.018400421
A1YXJT86BD8SQ1,35,M,English,6,274,0,69,-0.703463377
A8VAYDSZ6Z6K4,45,F,English,6,274,1,111,0.198991142
A1EJ95I5W5S8FK,45,F,English,6,274,1,15,-0.560836205
A1B88B83YEB3NS,55,M,English,6,274,1,124,-0.81433471
A7QCN03GSBCXK,25,F,English,6,274,1,110,-0.664810879
A22WQYLSO9NVNK,35,F,english,6,274,1,31,-0.752880425
A3FE86YDPDLPKW,25,M,English,6,274,0,8,-0.129073453
A2DO7VV674LFV4,45,F,english,6,274,1,113,-0.680603886
A3GND4YUBDIQ02,35,M,English,6,274,1,144,-0.350853033
A3JBBMFGHNT3MF,17,F,English,6,274,0,61,-0.682252037
A2S7RN7GRV6WF3,45,F,English,6,274,1,144,-0.822868141
A2YR5M2I1YCH75,35,F,English,6,274,0,110,-0.693772597
A178NUZZNIV7MT,25,F,English,8,275,1,138,-1.036632951
A3VIE5O4Q96JWY,25,F,english,8,275,0,99,-0.845914106
A2018YQ1FNL376,35,F,english,8,275,1,105,0.041929672
A23P8YY5I9P6EU,25,F,English,8,275,1,37,-0.767770787
A1XVL8WLYYT5PI,45,F,english,8,275,1,67,-0.465838333
A1XUE712KVMVXM,35,F,english,8,275,0,144,-0.488898645
A3JWO6UN75OWW9,35,M,English,8,275,0,44,-0.793118963
AT4V7NOIHS9G5,45,F,English,8,275,0,115,-0.632773229
A1B0DLBEQ0QP52,45,M,english,8,275,0,14,-1.042181625
A39QIVR044A1KN,25,F,english,8,275,1,103,-0.373713547
A2IXM1L3T6YYY2,35,F,english,8,275,0,57,0.581263028
A34RMF77M4N9VB,35,F,English,8,275,0,115,-0.752906755
A2RMOCDLA2JSO5,35,M,english,8,275,0,146,2.016517549
A226R93NCWLJCD,35,F,English,8,275,0,41,0.117180598
AUO0OQZRXW2Q9,55,F,english,8,275,1,43,-0.440735521
AB2KBX2EHXJZZ,65,F,english,8,275,0,84,-0.541281284
A1YVNBAT97VRV9,25,F,English,8,275,1,53,-0.596942085
AUHQYXKNYIW9W,25,F,English,8,275,0,83,-0.107600181
A1M7CIYMVD2GS0,35,F,english,8,275,1,74,-0.434544681
ANCT3DDB03V5W,17,F,English,8,275,0,119,-0.574480188
A34ZHROFSVEF6V,45,M,English,8,275,0,13,0.299009972
A3ICNBAMTYTXPM,25,F,English,10,276,0,96,-0.512759478
ANNRSEIK4HRT8,55,M,english,10,276,1,11,-0.282698193
A370MPTHYDCDKX,35,F,english,10,276,0,23,-0.850411029
A1T3PV7AOCE7I8,35,M,English,10,276,0,107,-0.645625028
A2J48NMAXFET0T,25,F,english,10,276,0,6,-0.762786909
A3VGEX0JSA7Q1B,25,F,English,10,276,0,2,-0.567658122
A19IS9P2M70O73,35,M,English,10,276,0,93,1.16839267
A3LBOMS2TFFPRT,45,F,English,10,276,1,114,-0.51919051
A2NZGZBR9TJ7CZ,25,M,english,10,276,1,61,-0.502666704
APFBMXQXRPKIS,25,F,english,10,276,1,58,-0.504326068
A3L9437EC5JYC6,35,F,English,10,276,0,58,-0.862870906
AAUKM05NJKNTX,25,F,English ,10,276,0,54,0.801302009
A3PMO2XASQTF2P,35,M,English,10,276,0,62,-0.471776977
A24TUJGQCYOPSD,35,M,English,10,276,0,9,-0.671571571
A274623RTWHKQ8,65,F,English,10,276,1,130,-0.335925823
A3O4QJBU7A91A6,35,M,English,10,276,0,72,0.062270224
A33SMNMTMIOJ6T,25,M,English,10,276,0,24,0.137694776
A2AXGNA291U5BF,55,F,English,2,277,0,14,-0.981304233
A1RL184S4UH6T3,25,M,English,2,277,0,32,-1.069320131
AA8MK8AWWWL62,35,F,English,2,277,0,29,-0.227074277
A37F78BTO4NUHR,25,F,english,2,277,1,92,0.231300426
A221BYJVSHSS6C,65,M,english,2,277,1,107,-1.248118192
A3IE6ATDKX6N1H,65,F,English,2,277,0,146,-0.788016655
A320QA9HJFUOZO,35,M,English,2,277,1,118,-1.130825614
A193X2C7UXL9G,45,F,English,2,277,1,99,-0.737277308
A2N1TVKBVKCTYB,65,F,English,2,277,1,140,-0.568145547
A1Q0HR275GW2X4,35,M,english,2,277,1,60,-0.781195631
A1BXNBGMELWSO0,35,F,English,2,277,1,45,-0.784580167
A1GT46Z151YRQR,45,F,English,2,277,1,64,-0.562406839
A1L9WURXFXBVX6,35,F,English,2,277,1,25,-1.002453787
A3434T8NYAQEOK,25,F,English,2,277,0,127,-0.696115314
A1QQBMKOZNN952,45,M,English,2,277,0,1,-0.483123875
A2YD6495T4UGMW,35,F,English,2,277,0,98,0.131451922
AVVZTRF9H0XHH,35,M,English,2,277,1,84,0.377434281
A3HOZA7QXYKN5Y,35,M,English,2,277,1,118,0.911148418
A3RB9WPEC9YL2P,55,F,English,2,277,1,107,0.312077016
A321PI4SDQPME7,45,F,english,2,277,0,21,-0.894829768
APJHALT9QA3VD,35,F,English,2,277,1,132,-0.791532449
A7LWELY5ZOHP1,35,F,English,2,277,1,103,-0.702253746
ARIHFTO35AJ1N,35,F,English,4,278,1,105,-0.608349191
AYSOFR7I00R5I,45,M,English,4,278,0,73,0.905197361
A2Q9IGBGDU9RM9,35,M,English,4,278,0,62,-0.857146748
A1AS0LTDHF6E7W,35,F,English,4,278,1,18,-0.299295867
A3AT9S1CF9QV4K,66,M,English,4,278,0,96,-0.802436634
AEBBDG3D1WD91,25,M,english,4,278,0,88,0.206952422
A2YELE4764XAIA,65,F,english,4,278,1,131,0.885529061
A2NIBBJ5T79V6T,25,M,English,4,278,0,51,1.055032234
A1PVDA09VSYWHP,35,M,English,4,278,0,33,0.469525559
A1FYSXD0MJXPMG,35,F,English,4,278,1,118,-0.796226212
A3PHLJCFOXAH2X,35,F,english,4,278,0,67,-0.52627505
AOP6PU418XX1A,25,F,English,4,278,0,139,-0.579893936
A2B3YHRCG8QT00,65,M,english,4,278,0,126,-0.615041674
A35NBUVLJDU499,25,M,English,4,278,0,66,-0.711582893
A34ZUVAQXSJNO1,65,M,english,4,278,1,36,0.363340464
A2ZXTX5FE5MJ4,35,M,english,4,278,0,36,0.020953727
A1G05O3HM7DNVZ,45,F,English,6,279,0,73,0.69100446
A3E08GRFJJAT2S,45,M,english,6,279,1,85,0.44556751
A37AMANTOKWVWA,25,F,English,6,279,1,129,-0.705399959
A2XS49LRNX8PD4,25,M,English,6,279,1,12,0.233816045
A34FJBQDKVH8SR,45,M,English,6,279,1,97,0.014953376
A0466477O4HT7G4BVNB1,35,F,english,6,279,0,24,-0.509167352
A9AYICE1E4D87,25,M,English,6,279,1,60,-0.304895557
A1GTYHV8OYQQLV,65,M,English,6,279,1,18,-0.640539614
A1ENGJN5E7YGJH,25,F,English,6,279,0,78,-0.29824016
A1YXJT86BD8SQ1,35,M,English,6,279,1,15,-1.008227926
A8VAYDSZ6Z6K4,45,F,English,6,279,0,5,-0.847953245
A1EJ95I5W5S8FK,45,F,English,6,279,0,19,-0.560836205
A1B88B83YEB3NS,55,M,English,6,279,1,106,-0.81433471
A7QCN03GSBCXK,25,F,English,6,279,1,68,-0.664810879
A22WQYLSO9NVNK,35,F,english,6,279,1,114,-0.752880425
A3FE86YDPDLPKW,25,M,English,6,279,0,66,-1.0832367
A2DO7VV674LFV4,45,F,english,6,279,1,14,-0.680603886
A3GND4YUBDIQ02,35,M,English,6,279,0,74,-0.034652151
A3JBBMFGHNT3MF,17,F,English,6,279,1,134,-0.682252037
A2S7RN7GRV6WF3,45,F,English,6,279,1,50,0.14016792
A2YR5M2I1YCH75,35,F,English,6,279,1,29,0.988798817
A178NUZZNIV7MT,25,F,English,8,280,1,86,-1.036632951
A3VIE5O4Q96JWY,25,F,english,8,280,1,141,-0.845914106
A2018YQ1FNL376,35,F,english,8,280,0,77,0.041929672
A23P8YY5I9P6EU,25,F,English,8,280,1,20,-0.767770787
A1XVL8WLYYT5PI,45,F,english,8,280,1,119,-0.465838333
A1XUE712KVMVXM,35,F,english,8,280,1,70,-0.488898645
A3JWO6UN75OWW9,35,M,English,8,280,1,95,-0.793118963
AT4V7NOIHS9G5,45,F,English,8,280,0,43,-0.632773229
A1B0DLBEQ0QP52,45,M,english,8,280,0,66,0.241856495
A39QIVR044A1KN,25,F,english,8,280,0,29,-0.373713547
A2IXM1L3T6YYY2,35,F,english,8,280,1,67,0.581263028
A34RMF77M4N9VB,35,F,English,8,280,1,127,-0.752906755
A2RMOCDLA2JSO5,35,M,english,8,280,1,92,-0.364168937
A226R93NCWLJCD,35,F,English,8,280,0,127,-0.14401585
AUO0OQZRXW2Q9,55,F,english,8,280,1,91,-0.440735521
AB2KBX2EHXJZZ,65,F,english,8,280,1,53,-0.541281284
A1YVNBAT97VRV9,25,F,English,8,280,1,12,-0.596942085
AUHQYXKNYIW9W,25,F,English,8,280,0,16,0.73398695
A1M7CIYMVD2GS0,35,F,english,8,280,0,32,-0.657937369
ANCT3DDB03V5W,17,F,English,8,280,0,68,-0.574480188
A34ZHROFSVEF6V,45,M,English,8,280,0,122,-0.357463049
A3ICNBAMTYTXPM,25,F,English,10,281,0,37,-0.266499992
ANNRSEIK4HRT8,55,M,english,10,281,1,77,-0.282698193
A370MPTHYDCDKX,35,F,english,10,281,0,17,-0.850411029
A1T3PV7AOCE7I8,35,M,English,10,281,0,16,0.099523226
A2J48NMAXFET0T,25,F,english,10,281,0,39,0.208435958
A3VGEX0JSA7Q1B,25,F,English,10,281,1,22,-0.567658122
A19IS9P2M70O73,35,M,English,10,281,0,117,0.469272466
A3LBOMS2TFFPRT,45,F,English,10,281,1,75,-0.51919051
A2NZGZBR9TJ7CZ,25,M,english,10,281,1,30,-0.914966361
APFBMXQXRPKIS,25,F,english,10,281,0,116,0.023499064
A3L9437EC5JYC6,35,F,English,10,281,0,111,-0.862870906
AAUKM05NJKNTX,25,F,English ,10,281,0,55,1.113275592
A3PMO2XASQTF2P,35,M,English,10,281,1,105,-0.183578489
A24TUJGQCYOPSD,35,M,English,10,281,0,2,-0.416234463
A274623RTWHKQ8,65,F,English,10,281,0,44,-0.335925823
A3O4QJBU7A91A6,35,M,English,10,281,1,146,0.307985161
A33SMNMTMIOJ6T,25,M,English,10,281,0,15,0.53187982
A2AXGNA291U5BF,55,F,English,2,282,0,85,-0.72862272
A1RL184S4UH6T3,25,M,English,2,282,1,68,1.532692188
AA8MK8AWWWL62,35,F,English,2,282,0,98,1.028715285
A37F78BTO4NUHR,25,F,english,2,282,0,17,-0.846461132
A221BYJVSHSS6C,65,M,english,2,282,1,136,1.100145417
A3IE6ATDKX6N1H,65,F,English,2,282,0,32,1.019058188
A320QA9HJFUOZO,35,M,English,2,282,0,83,0.786718401
A193X2C7UXL9G,45,F,English,2,282,1,72,-0.737277308
A2N1TVKBVKCTYB,65,F,English,2,282,0,14,1.752113192
A1Q0HR275GW2X4,35,M,english,2,282,1,63,-0.781195631
A1BXNBGMELWSO0,35,F,English,2,282,1,24,1.307633611
A1GT46Z151YRQR,45,F,English,2,282,1,131,-0.562406839
A1L9WURXFXBVX6,35,F,English,2,282,0,5,0.945742591
A3434T8NYAQEOK,25,F,English,2,282,0,75,-0.696115314
A1QQBMKOZNN952,45,M,English,2,282,0,32,1.221498197
A2YD6495T4UGMW,35,F,English,2,282,0,110,-1.220096008
AVVZTRF9H0XHH,35,M,English,2,282,1,122,-0.449146794
A3HOZA7QXYKN5Y,35,M,English,2,282,0,15,1.494603106
A3RB9WPEC9YL2P,55,F,English,2,282,0,98,1.079996865
A321PI4SDQPME7,45,F,english,2,282,0,20,1.138557721
APJHALT9QA3VD,35,F,English,2,282,0,3,1.386347176
A7LWELY5ZOHP1,35,F,English,2,282,0,49,-0.702253746
A34N9G0IEI28IG,35,M,English,3,283,0,117,-0.493528273
A2BRYWJD6T00BE,45,F,English,3,283,0,44,-0.755991229
A3TSHG5R492EHU,35,M,English,3,283,1,63,-0.39667598
AUT9RW2VFXMDX,25,F,English,3,283,1,59,-0.521698107
A2SYRFPPV9WDEG,35,M,English,3,283,0,55,-0.973999959
A2EXMUJYR843HT,25,F,English,3,283,0,78,-0.738329507
AXYWBND4033L6,25,F,english,3,283,1,106,-0.570001981
A80X2FTFDSR19,35,F,English,3,283,1,103,-0.712195865
AB8PPBUBK4FA4,25,F,English,3,283,0,57,-0.711661628
A1AWNYS0X4DSGC,25,F,English,3,283,0,19,-0.827692347
A2QT68NJYAJV9P,45,F,English,3,283,1,49,-0.717934996
A1T01T5PJUJKXG,17,M,English,3,283,0,44,0.826994112
A37B3260OPTYV2,35,M,English,3,283,1,87,-0.555101435
A3INS04P6H46JT,45,M,English,3,283,1,107,-0.890465039
A3FWVUR0IF6IWD,35,M,English,3,283,0,117,-0.930196855
A31JRBOBVU0RQX,25,F,english,3,283,0,24,-0.668183092
A38VIZX42CERKQ,25,M,English,3,283,1,132,-0.518677008
A21WHAE8CM3XRT,45,F,English,3,283,0,47,-0.996254797
ABIXKV6USOPKS,65,F,English,3,283,0,107,-0.846936439
A1ER4IXLVU27O,25,F,English,3,283,1,113,-0.654813335
A10C2MCVJK0C9F,25,M,English,3,283,1,123,-0.29837633
A80J1R9FQLUPS,25,M,English,3,283,0,143,0.486748945
A3AWC4P8QUK1XB,45,F,English,3,283,0,15,-0.448878973
A2CGULR0BMGYOR,25,F,English,3,283,0,77,-0.340566765
A278OVSY88TA04,35,F,english,3,283,0,137,-0.755606369
A1F8OME6TTBIUC,25,M,English,3,283,0,110,-0.76665961
A1LG0K8P05XI7N,17,M,ENGLISH,5,284,1,38,-0.644299104
A3JZE4IVG5549Z,55,M,English,5,284,1,48,0.107700505
A2R0XTGWTGGPD9,25,F,English,5,284,0,47,-0.4199005
A1NHUSRKTXRLIA,45,F,English,5,284,0,87,-0.667418281
A3L2Q6Y5XJI12O,35,F,English,5,284,1,129,-0.533006104
A32ZPYIWFEUCDX,55,M,California-english,5,284,1,133,-0.502047611
A1VSHM4NLZ705D,35,M,English,5,284,1,99,-0.539902384
A3OMUSG91MTI3H,25,F,English,5,284,0,143,-0.640261661
A3U1MRDBBAJ77S,35,F,english,5,284,0,7,-1.45311858
A24OCEP7RTN4ID,35,F,English,5,284,0,9,-0.944333063
A17HKMNGZVXXGJ,25,M,English,5,284,0,67,-0.838711664
A182CHO6N044YK,25,M,English,5,284,0,126,-0.853297535
A25M0ER7TUBW36,25,M,English,5,284,0,13,-0.569890211
