condition	uniquePairID	phoneticID	homophone	word	dummy
7	1043	43	grader	hired	1
7	1048	43	grader	score	1
7	1065	44	eye	know	1
7	1075	45	cell	good	1
7	1080	45	cell	program	1
7	1095	46	cent	even	1
7	1100	46	cent	smell	1
7	1115	47	coarse	just	1
7	1120	47	coarse	took	1
7	1135	48	dear	pet	1
7	1144	49	be	long	1
7	1149	49	be	want	1
7	1164	50	brake	leg	1
7	1169	50	brake	slowly	1
7	1183	51	flour	day	1
7	1188	51	flour	pastry	1
7	1193	51	flour	weeds	1
7	1213	52	fair	paid	1
7	1226	53	heal	foot	1
7	1231	53	heal	walking	1
7	1244	54	him	like	1
7	1249	54	him	sarah	1
7	1265	55	knows	best	1
7	1277	56	in	close	1
7	1282	56	in	room	1
7	1296	57	idle	doing	1
7	1301	57	idle	realized	1
7	1306	57	idle	want	1
7	1323	58	made	want	1
7	1333	59	none	new	1
7	1347	60	morning	cried	1
7	1352	60	morning	up	1
7	1364	61	meat	glad	1
7	1369	61	meat	very	1
7	1383	62	real	fish	1
7	1388	62	real	not	1
7	1405	63	pair	brave	1
7	1410	63	pair	matching	1
7	1424	64	pray	customary	1
7	1437	65	root	better	1
7	1442	65	root	make	1
7	1447	65	root	want	1
8	18	1	prophet	daniel	1
8	23	1	prophet	made	1
8	28	1	prophet	year	1
8	46	2	pie	get	1
8	51	2	pie	recite	1
8	72	3	need	basis	1
8	77	3	need	dough	1
8	82	3	need	mothers	1
8	100	4	or	car	1
8	105	4	or	either	1
8	110	4	or	river	1
8	128	5	tiers	cheeks	1
8	133	5	tiers	ran	1
8	138	5	tiers	wedding	1
8	156	6	poll	decided	1
8	161	6	poll	pollsters	1
8	178	7	bored	chairman	1
8	183	7	bored	man	1
8	188	7	bored	time	1
8	202	8	greece	know	1
8	220	9	sine	above	1
8	225	9	sine	function	1
8	230	9	sine	store	1
8	247	10	principle	disliked	1
8	252	10	principle	ms	1
8	270	11	seedy	bar	1
8	275	11	seedy	grocery	1
8	280	11	seedy	stores	1
8	297	12	hare	heads	1
8	302	12	hare	people	1
8	317	13	naughty	admonished	1
8	322	13	naughty	father	1
8	338	14	taut	between	1
8	343	14	taut	mathematics	1
8	348	14	taut	tricks	1
8	365	15	marx	got	1
8	370	15	marx	out	1
8	387	16	high	instinctively	1
8	392	16	high	statue	1
8	409	17	daze	bad	1
8	414	17	daze	news	1
8	419	17	daze	tough	1
8	434	18	prose	essays	1
8	439	18	prose	social	1
8	456	19	plane	eat	1
8	461	19	plane	food	1
8	480	20	damn	best	1
8	485	20	damn	logs	1
8	490	20	damn	say	1
8	504	21	hurts	horse	1
8	509	21	hurts	speed	1
8	526	22	roll	dress	1
8	531	22	roll	plays	1
8	548	23	collar	dog	1
8	553	23	collar	phone	1
8	558	23	collar	walking	1
8	575	24	steel	friend's	1
8	580	24	steel	thieves	1
8	599	25	dye	gray	1
8	604	25	dye	people	1
8	609	25	dye	very	1
8	623	26	waste	fort	1
8	628	26	waste	tiny	1
8	648	27	feet	fourteen	1
8	653	27	feet	quite	1
8	658	27	feet	these	1
8	676	28	aloud	mime	1
8	681	28	aloud	son	1
8	699	29	pale	burdens	1
8	704	29	pale	floor	1
8	709	29	pale	water	1
8	728	30	manor	food	1
8	733	30	manor	manor	1
8	738	30	manor	wealthy	1
8	760	31	cash	copies	1
8	765	31	cash	poker	1
8	770	31	cash	tournament	1
8	788	32	reign	city	1
8	793	32	reign	long	1
8	798	32	reign	wet	1
8	817	33	time	flavored	1
8	822	33	time	meals	1
8	841	34	pore	afford	1
8	846	34	pore	family	1
8	851	34	pore	small	1
8	869	35	guilt	complex	1
8	874	35	guilt	innocence	1
8	879	35	guilt	person	1
8	894	36	heir	careless	1
8	899	36	heir	throne	1
8	914	37	sun	got	1
8	919	37	sun	rises	1
8	939	38	seas	hard	1
8	944	38	seas	novice	1
8	949	38	seas	soprano	1
8	969	39	what	electrician	1
8	974	39	what	sixty	1
8	979	39	what	uses	1
8	998	40	razor	church	1
8	1003	40	razor	organized	1
8	1008	40	razor	wanted	1
8	1020	41	not	let's	1
8	1033	42	would	get	1
8	1038	42	would	trees	1
8	1055	43	grater	hired	1
8	1060	43	grater	score	1
8	1070	44	i	know	1
8	1085	45	sell	good	1
8	1090	45	sell	program	1
8	1105	46	scent	even	1
8	1110	46	scent	smell	1
8	1125	47	course	just	1
8	1130	47	course	took	1
8	1139	48	deer	pet	1
8	1154	49	bee	long	1
8	1159	49	bee	want	1
8	1173	50	break	leg	1
8	1178	50	break	slowly	1
8	1198	51	flower	day	1
8	1203	51	flower	pastry	1
8	1208	51	flower	weeds	1
8	1221	52	fare	paid	1
8	1234	53	heel	foot	1
8	1239	53	heel	walking	1
8	1255	54	hymn	like	1
8	1260	54	hymn	sarah	1
8	1272	55	no's	best	1
8	1286	56	inn	close	1
8	1291	56	inn	room	1
8	1308	57	idol	doing	1
8	1313	57	idol	realized	1
8	1318	57	idol	want	1
8	1328	58	maid	want	1
8	1342	59	nun	new	1
8	1354	60	mourning	cried	1
8	1359	60	mourning	up	1
8	1373	61	meet	glad	1
8	1378	61	meet	very	1
8	1395	62	reel	fish	1
8	1400	62	reel	not	1
8	1414	63	pear	brave	1
8	1419	63	pear	matching	1
8	1432	64	prey	customary	1
8	1449	65	route	better	1
8	1454	65	route	make	1
8	1459	65	route	want	1
9	5	1	profit	dollars	1
9	10	1	profit	million	1
9	29	2	pi	apple	1
9	34	2	pi	large	1
9	39	2	pi	ten	1
9	57	3	knead	bread	1
9	62	3	knead	flour	1
9	67	3	knead	programmers	1
9	88	4	oar	care	1
9	93	4	oar	fisherman	1
9	98	4	oar	rower	1
9	116	5	tears	emotional	1
9	121	5	tears	sad	1
9	139	6	pole	candidates	1
9	144	6	pole	flag	1
9	149	6	pole	popularity	1
9	167	7	board	company's	1
9	172	7	board	meeting	1
9	189	8	grease	country	1
9	194	8	grease	made	1
9	208	9	sign	angle	1
9	213	9	sign	hoping	1
9	218	9	sign	tests	1
9	236	10	principal	high	1
9	241	10	principal	not	1
9	258	11	cd	bought	1
9	263	11	cd	music	1
9	268	11	cd	town	1
9	286	12	hair	lots	1
9	291	12	hair	professor	1
9	308	13	knotty	apparently	1
9	313	13	knotty	made	1
9	328	14	taught	clothesline	1
9	333	14	taught	poles	1
9	349	15	marks	class	1
9	354	15	marks	high	1
9	359	15	marks	philosopher	1
9	376	16	hi	natural	1
9	381	16	hi	takes	1
9	398	17	days	end	1
9	403	17	days	school	1
9	408	17	days	week	1
9	425	18	pros	jail	1
9	430	18	pros	written	1
9	445	19	plain	expect	1
9	450	19	plain	landed	1
9	467	20	dam	building	1
9	472	20	dam	movie	1
9	477	20	dam	seen	1
9	496	21	hertz	leg	1
9	501	21	hertz	thirty-three	1
9	515	22	role	great	1
9	520	22	role	show	1
9	537	23	caller	id	1
9	542	23	caller	pocket	1
9	559	24	steal	bodybuilders	1
9	564	24	steal	made	1
9	569	24	steal	wanted	1
9	586	25	die	hair	1
9	591	25	die	saw	1
9	596	25	die	wrinkle	1
9	615	26	waist	look	1
9	629	27	feat	able	1
9	634	27	feat	hurting	1
9	639	27	feat	real	1
9	659	28	allowed	car	1
9	664	28	allowed	not	1
9	669	28	allowed	student	1
9	687	29	pail	carry	1
9	692	29	pail	looks	1
9	697	29	pail	worker	1
9	715	30	manner	home	1
9	720	30	manner	party	1
9	739	31	cache	bought	1
9	744	31	cache	database	1
9	749	31	cache	stocks	1
9	754	31	cache	web	1
9	776	32	rain	ended	1
9	781	32	rain	night	1
9	799	33	thyme	chicken	1
9	804	33	thyme	gardeners	1
9	809	33	thyme	meeting	1
9	828	34	poor	bad	1
9	833	34	poor	food	1
9	838	34	poor	surface	1
9	857	35	gilt	covered	1
9	862	35	gilt	jury	1
9	867	35	gilt	purple	1
9	885	36	err	human	1
9	890	36	err	william	1
9	905	37	son	morning	1
9	910	37	son	sets	1
9	925	38	c's	high	1
9	930	38	c's	pirates	1
9	935	38	c's	terrible	1
9	955	39	watt	knows	1
9	960	39	watt	spark	1
9	965	39	watt	what's	1
9	985	40	raiser	fund	1
9	990	40	raiser	shave	1
9	1009	41	knot	boyscouts	1
9	1014	41	knot	ropes	1
9	1026	42	wood	go	1
9	1039	43	grader	afraid	1
9	1044	43	grader	jack	1
9	1049	43	grader	slices	1
9	1066	44	eye	poked	1
9	1076	45	cell	keep	1
9	1081	45	cell	whether	1
9	1096	46	cent	get	1
9	1101	46	cent	stingy	1
9	1116	47	coarse	liking	1
9	1121	47	coarse	tried	1
9	1136	48	dear	very	1
9	1145	49	be	okay	1
9	1150	49	be	worry	1
9	1165	50	brake	not	1
9	1179	51	flour	among	1
9	1184	51	flour	different	1
9	1189	51	flour	picked	1
9	1209	52	fair	driver	1
9	1214	52	fair	rules	1
9	1227	53	heal	injured	1
9	1232	53	heal	wounds	1
9	1245	54	him	likes	1
9	1250	54	him	song	1
9	1266	55	knows	dictionary	1
9	1278	56	in	come	1
9	1283	56	in	sleep	1
9	1297	57	idle	famous	1
9	1302	57	idle	sitting	1
9	1319	58	made	cake	1
9	1329	59	none	cared	1
9	1334	59	none	opened	1
9	1348	60	morning	died	1
9	1353	60	morning	woke	1
9	1365	61	meat	like	1
9	1379	62	real	believe	1
9	1384	62	real	fisherman	1
9	1389	62	real	think	1
9	1406	63	pair	enough	1
9	1411	63	pair	socks	1
9	1425	64	pray	eagle's	1
9	1438	65	root	different	1
9	1443	65	root	take	1
9	1448	65	root	way	1
10	19	1	prophet	dollars	1
10	24	1	prophet	million	1
10	42	2	pie	apple	1
10	47	2	pie	large	1
10	52	2	pie	ten	1
10	73	3	need	bread	1
10	78	3	need	flour	1
10	83	3	need	programmers	1
10	101	4	or	care	1
10	106	4	or	fisherman	1
10	111	4	or	rower	1
10	129	5	tiers	emotional	1
10	134	5	tiers	sad	1
10	152	6	poll	candidates	1
10	157	6	poll	flag	1
10	162	6	poll	popularity	1
10	179	7	bored	company's	1
10	184	7	bored	meeting	1
10	198	8	greece	country	1
10	203	8	greece	made	1
10	221	9	sine	angle	1
10	226	9	sine	hoping	1
10	231	9	sine	tests	1
10	248	10	principle	high	1
10	253	10	principle	not	1
10	271	11	seedy	bought	1
10	276	11	seedy	music	1
10	281	11	seedy	town	1
10	298	12	hare	lots	1
10	303	12	hare	professor	1
10	318	13	naughty	apparently	1
10	323	13	naughty	made	1
10	339	14	taut	clothesline	1
10	344	14	taut	poles	1
10	361	15	marx	class	1
10	366	15	marx	high	1
10	371	15	marx	philosopher	1
10	388	16	high	natural	1
10	393	16	high	takes	1
10	410	17	daze	end	1
10	415	17	daze	school	1
10	420	17	daze	week	1
10	435	18	prose	jail	1
10	440	18	prose	written	1
10	457	19	plane	expect	1
10	462	19	plane	landed	1
10	481	20	damn	building	1
10	486	20	damn	movie	1
10	491	20	damn	seen	1
10	505	21	hurts	leg	1
10	510	21	hurts	thirty-three	1
10	527	22	roll	great	1
10	532	22	roll	show	1
10	549	23	collar	id	1
10	554	23	collar	pocket	1
10	571	24	steel	bodybuilders	1
10	576	24	steel	made	1
10	581	24	steel	wanted	1
10	600	25	dye	hair	1
10	605	25	dye	saw	1
10	610	25	dye	wrinkle	1
10	624	26	waste	look	1
10	644	27	feet	able	1
10	649	27	feet	hurting	1
10	654	27	feet	real	1
10	672	28	aloud	car	1
10	677	28	aloud	not	1
10	682	28	aloud	student	1
10	700	29	pale	carry	1
10	705	29	pale	looks	1
10	710	29	pale	worker	1
10	729	30	manor	home	1
10	734	30	manor	party	1
10	756	31	cash	bought	1
10	761	31	cash	database	1
10	766	31	cash	stocks	1
10	771	31	cash	web	1
10	789	32	reign	ended	1
10	794	32	reign	night	1
10	813	33	time	chicken	1
10	818	33	time	gardeners	1
10	823	33	time	meeting	1
10	842	34	pore	bad	1
10	847	34	pore	food	1
10	852	34	pore	surface	1
10	870	35	guilt	covered	1
10	875	35	guilt	jury	1
10	880	35	guilt	purple	1
10	895	36	heir	human	1
10	900	36	heir	william	1
10	915	37	sun	morning	1
10	920	37	sun	sets	1
10	940	38	seas	high	1
10	945	38	seas	pirates	1
10	950	38	seas	terrible	1
10	970	39	what	knows	1
10	975	39	what	spark	1
10	980	39	what	what's	1
10	999	40	razor	fund	1
10	1004	40	razor	shave	1
10	1016	41	not	boyscouts	1
10	1021	41	not	ropes	1
10	1034	42	would	go	1
10	1051	43	grater	afraid	1
10	1056	43	grater	jack	1
10	1061	43	grater	slices	1
10	1071	44	i	poked	1
10	1086	45	sell	keep	1
10	1091	45	sell	whether	1
10	1106	46	scent	get	1
10	1111	46	scent	stingy	1
10	1126	47	course	liking	1
10	1131	47	course	tried	1
10	1140	48	deer	very	1
10	1155	49	bee	okay	1
10	1160	49	bee	worry	1
10	1174	50	break	not	1
10	1194	51	flower	among	1
10	1199	51	flower	different	1
10	1204	51	flower	picked	1
10	1217	52	fare	driver	1
10	1222	52	fare	rules	1
10	1235	53	heel	injured	1
10	1240	53	heel	wounds	1
10	1256	54	hymn	likes	1
10	1261	54	hymn	song	1
10	1273	55	no's	dictionary	1
10	1287	56	inn	come	1
10	1292	56	inn	sleep	1
10	1309	57	idol	famous	1
10	1314	57	idol	sitting	1
10	1324	58	maid	cake	1
10	1338	59	nun	cared	1
10	1343	59	nun	opened	1
10	1355	60	mourning	died	1
10	1360	60	mourning	woke	1
10	1374	61	meet	like	1
10	1391	62	reel	believe	1
10	1396	62	reel	fisherman	1
10	1401	62	reel	think	1
10	1415	63	pear	enough	1
10	1420	63	pear	socks	1
10	1433	64	prey	eagle's	1
10	1450	65	route	different	1
10	1455	65	route	take	1
10	1460	65	route	way	1
